id,kode_provinsi,nama_provinsi,bps_kode_kabupaten_kota,bps_nama_kabupaten_kota,bps_kode_kecamatan,bps_nama_kecamatan,kemendagri_kode_kecamatan,kemendagri_nama_kecamatan,pemilik_menara,lokasi_menara,long,lat,struktur_tower,tinggi_tower,keterangan,satuan,tahun
1,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,32.73.27,GEDEBAGE,TOWER BERSAMA GROUP,JL. GEDEBAGE SELATAN,107.687346,-6.952163,4 KAKI,72,-,METER,2017
2,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,32.73.27,GEDEBAGE,NATRINDO TELEPON SELULER,JL. GEDEBAGE RANCABOLANG,107.686927,-6.95375,3 KAKI,42,-,METER,2017
3,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,32.73.27,GEDEBAGE,TOWER BERSAMA GROUP,JL. RANCANUMPANG RT 05/07,107.704759,-6.964942,4 KAKI,65,-,METER,2017
4,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,32.73.28,PANYILEUKAN,XL AXIATA,JL. CIMENCRANG RT 04/04,107.70841,-6.944872,3 KAKI,32,-,METER,2017
5,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,32.73.28,PANYILEUKAN,TOWER BERSAMA GROUP,KP. PANYILEUKAN RT 03/01,107.715687,-6.938283,4 KAKI,42,-,METER,2017
6,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,32.73.28,PANYILEUKAN,XL AXIATA,JL. SOEKARNO HATTA NO.754,107.710083,-6.936429,POLE ROOFTOP,3,-,METER,2017
7,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,32.73.28,PANYILEUKAN,PROTELINDO,JL. MEKARMULYA,107.699515,-6.935509,MONOPOLE,42,-,METER,2017
8,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,32.73.28,PANYILEUKAN,PROTELINDO,JL. GEMPOL NO.2,107.705084,-6.930326,3 KAKI,31,-,METER,2017
9,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,32.73.28,PANYILEUKAN,NATRINDO TELEPON SELULER,JL. H. NASUTION,107.709813,-6.924835,3 KAKI,32,-,METER,2017
10,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,32.73.28,PANYILEUKAN,TELKOM,JL. H. NASUTION KM. 12.5,107.709469,-6.922147,4 KAKI,62,-,METER,2017
11,32,JAWA BARAT,3273,KOTA BANDUNG,3273110,CIBIRU,32.73.25,CIBIRU,XL AXIATA,KP. MEKARSARI RT 01/01,107.710183,-6.92269,3 KAKI,32,-,METER,2017
12,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,32.73.28,PANYILEUKAN,TOWER BERSAMA GROUP,JL. SINDANG SARI VI,107.700455,-6.920664,4 KAKI,42,-,METER,2017
13,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,32.73.28,PANYILEUKAN,DAYA MITRA TELEKOMUNIKASI,JL. PASAR INDUK GEDEBAGE RT 04/06,107.69657,-6.931005,MONOPOLE,30,-,METER,2017
14,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,32.73.28,PANYILEUKAN,IBS,JL. BELAKANG PASAR INDUK GEDEBAGE,107.700323,-6.929948,3 KAKI,42,-,METER,2017
15,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,32.73.27,GEDEBAGE,XL AXIATA,JL. GEDE BAGE SELATAN,107.687366,-6.964429,4 KAKI,32,-,METER,2017
16,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,32.73.27,GEDEBAGE,PT. GLOBAL INDONESIA,JL. PINUS X,107.696735,-6.96662,KAMUFLASE MINARET DI MASJID,32,-,METER,2017
17,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,NATRINDO TELEPON SELULER,JL. DERWATI RT 05/05,107.684744,-6.965642,3 KAKI,32,-,METER,2017
18,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,TELKOMSEL,JL. TERUSAN SALUYU,107.67029,-6.950355,MONOPOLE,25,-,METER,2017
19,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,32.73.27,GEDEBAGE,TELKOMSEL,JL. BABAKAN RIUNG BANDUNG,107.682245,-6.939642,4 KAKI,62,-,METER,2017
20,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,NATRINDO TELEPON SELULER,JL. RANCA LOA,107.676674,-6.947139,3 KAKI,42,-,METER,2017
21,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,XL AXIATA,JL. RANCA LOA,107.675875,-6.947903,4 KAKI,32,-,METER,2017
22,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,XL AXIATA,JL. CIPAMOKOLAN,107.677275,-6.959601,4 KAKI,62,-,METER,2017
23,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,SAMPOERNA TELEKOMUNIKASI INDONESIA,JL. RAYA MARGA CINTA NO. 27,107.674719,-6.96368,3 KAKI,42,-,METER,2017
24,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,TOWER BERSAMA GROUP,JL. RANCASAWO,107.670884,-6.95969,4 KAKI,62,-,METER,2017
25,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,SOLUSI TUNAS PRATAMA,JL.PASIR SANGARA BLOK RW 08,107.660436,-6.96558,POLE ROOFTOP,12,-,METER,2017
26,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,NET TOWER ASIA,JL. CIJAURA HILIR RT 04/12,107.660033,-6.965889,KAMUFLASE POHON,42,-,METER,2017
27,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,TOWER BERSAMA GROUP,KOMP. PASIR POGOR,107.662155,-6.963316,4 KAKI,32,-,METER,2017
28,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,TELKOM,JL. CIWASTRA NO. 245,107.66289,-6.959307,4 KAKI,48,-,METER,2017
29,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,TOWER BERSAMA GROUP,JL. CIJAURA ILIR RT 15/06,107.659549,-6.960354,POLE ROOFTOP,9,-,METER,2017
30,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,BAKRIE TELEKOM,JL. CIJAURA ILIR NO. 62,107.656512,-6.957143,POLE ROOFTOP,6,-,METER,2017
31,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,TELKOMSEL,JL. MARGAASIH NO. 3B,107.653295,-6.958473,4 KAKI,52,-,METER,2017
32,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,XL AXIATA,JL. MARGAASRI,107.652205,-6.958837,3 KAKI,30,-,METER,2017
33,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,XL AXIATA,JL. CIPAGALO ILIR RT 2/6,107.647777,-6.950113,3 KAKI,32,-,METER,2017
34,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,SMARTFREN,JL. SOEKARNO HATTA NO.546,107.649201,-6.94398,4 KAKI,62,-,METER,2017
35,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,GLOBAL TOWER,JL. PASAR KORDON,107.63976,-6.954365,KAMUFLASE MINARET DI MASJID,32,-,METER,2017
36,32,JAWA BARAT,3273,KOTA BANDUNG,3273150,KIARACONDONG,32.73.16,KIARACONDONG,TELKOMSEL,JL. SOEKARNO HATTA NO. 639,107.649878,-6.942386,POLE ROOFTOP,6,-,METER,2017
37,32,JAWA BARAT,3273,KOTA BANDUNG,3273150,KIARACONDONG,32.73.16,KIARACONDONG,XL AXIATA,JL. CIDURIAN UTARA,107.654139,-6.939848,4 KAKI,32,-,METER,2017
38,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,PROTELINDO,JL. MARGACINTA NO. 524,107.643029,-6.954922,KAMUFLASE TORN AIR,6,-,METER,2017
39,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,TELKOMSEL,JL. IBRAHIM AJI NO. 327. RT 08/02,107.641312,-6.951844,KAMUFLASE MINARET DI MASJID,17,-,METER,2017
40,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,TELKOMSEL,JL. KIARASARI 1,107.644093,-6.94899,4 KAKI,36,-,METER,2017
41,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,TOWER BERSAMA GROUP,JL. CIJAWURA GIRANG RT 13/08,107.653095,-6.947755,4 KAKI,36,-,METER,2017
42,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,TELKOMSEL,JL. JUPITER NO. 87,107.655721,-6.945939,POLE ROOFTOP,6,-,METER,2017
43,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,PT. MAS SARANA JAYA,JL. SOEKARNO HATTA NO. 644,107.669139,-6.94041,POLE ROOFTOP,6,-,METER,2017
44,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,PROTELINDO,JL. MERCURI TENGAH NO 42,107.668466,-6.945758,KAMUFLASE TORN AIR,6,-,METER,2017
45,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,PROTELINDO,JL. MANJAH LEGA,107.670175,-6.952189,3 KAKI,20,-,METER,2017
46,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,INDOSAT,JL. KAWALUYAAN INDAH RAYA NO 4,107.662873,-6.934482,POLE ROOFTOP,4,-,METER,2017
47,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,DAYA MITRA TELEKOMUNIKASI,JL. KAWALUYAAN RT 01/06,107.622622,-6.924725,MICROCELL POLE,20,-,METER,2017
48,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,SMARTFREN,JL. KAWALUYAAN RAYA NO. 39,107.659604,-6.936962,4 KAKI,20,-,METER,2017
49,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,TELKOMSEL,JL. KOMPLEK KPAD PINDAD TIMUR,107.654966,-6.939251,4 KAKI,42,-,METER,2017
50,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,TOWER BERSAMA GROUP,JL. RANCABOLANG,107.663642,-6.940928,MICROCELL POLE,20,-,METER,2017
51,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,XL AXIATA,JL. RANCABOLANG,107.663401,-6.943592,MICROCELL POLE,15,-,METER,2017
52,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,TRITUNGGAL PUTRA PERKASA,JL. RANCABOLANG MARGAHAYU RAYA,107.661746,-6.950642,4 KAKI,30,-,METER,2017
53,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,TELKOMSEL,JL. RANCABOLANG MARGAHAYU RAYA,107.661372,-6.952211,4 KAKI,52,-,METER,2017
54,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,XL AXIATA,JL. RANCABOLANG NO. 241,107.661802,-6.952293,4 KAKI,32,-,METER,2017
55,32,JAWA BARAT,3273,KOTA BANDUNG,3273110,CIBIRU,32.73.25,CIBIRU,TOWER BERSAMA GROUP,JL. A.H NASUTION RT 01/02 KM 13,107.712245,-6.929339,4 KAKI,42,-,METER,2017
56,32,JAWA BARAT,3273,KOTA BANDUNG,3273110,CIBIRU,32.73.25,CIBIRU,TELKOMSEL,JL. CILENGKRANG 2 KP. GANDOL RT 03/05,107.720919,-6.913996,4 KAKI,42,-,METER,2017
57,32,JAWA BARAT,3273,KOTA BANDUNG,3273110,CIBIRU,32.73.25,CIBIRU,XL AXIATA,JL. CILENGKRANG 1 NO. 113,107.719049,-6.913265,MONOPOLE,15,-,METER,2017
58,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,TELKOMSEL,KP. CIWARU,107.71767,-6.899573,3 KAKI,42,-,METER,2017
59,32,JAWA BARAT,3273,KOTA BANDUNG,3273110,CIBIRU,32.73.25,CIBIRU,DAYA MITRA TELEKOMUNIKASI,JL. KUSUMA UTAMA,107.715273,-6.915244,MONOPOLE,25,-,METER,2017
60,32,JAWA BARAT,3273,KOTA BANDUNG,3273110,CIBIRU,32.73.25,CIBIRU,TOWER BERSAMA GROUP,JL. CILENGKRANG 2 RT 03/03,107.714316,-6.919085,4 KAKI,52,-,METER,2017
61,32,JAWA BARAT,3273,KOTA BANDUNG,3273110,CIBIRU,32.73.25,CIBIRU,TOWER BERSAMA GROUP,JL. SUKALUYU RT 01/12,107.723411,-6.919404,4 KAKI,55,-,METER,2017
62,32,JAWA BARAT,3273,KOTA BANDUNG,3273110,CIBIRU,32.73.25,CIBIRU,XL AXIATA,KP. MEKARSARI RT 05/09,107.724231,-6.91862,4 KAKI,30,-,METER,2017
63,32,JAWA BARAT,3273,KOTA BANDUNG,3273110,CIBIRU,32.73.25,CIBIRU,TOWER BERSAMA GROUP,JL. CIPADUNG RT 03/13,107.720369,-6.92293,4 KAKI,20,-,METER,2017
64,32,JAWA BARAT,3273,KOTA BANDUNG,3273110,CIBIRU,32.73.25,CIBIRU,TOWER BERSAMA GROUP,JL. MANISI GG. REFORMASI NO. 5 RT 03/13,107.719964,-6.923887,4 KAKI,42,-,METER,2017
65,32,JAWA BARAT,3273,KOTA BANDUNG,3273110,CIBIRU,32.73.25,CIBIRU,TELKOMSEL,JL. RAYA CIBIRU,107.722183,-6.932906,4 KAKI,52,-,METER,2017
66,32,JAWA BARAT,3273,KOTA BANDUNG,3273110,CIBIRU,32.73.25,CIBIRU,XL AXIATA,JL. MANISI NO. 3,107.717962,-6.934242,4 KAKI,52,-,METER,2017
67,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,SAMPOERNA TELEKOMUNIKASI INDONESIA,JL. NAGROG KP. PALEDANG,107.711042,-6.909483,4 KAKI,25,-,METER,2017
68,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,TELKOMSEL,JL. NAGROG,107.710385,-6.90762,3 KAKI,30,-,METER,2017
69,32,JAWA BARAT,3273,KOTA BANDUNG,3273121,CINAMBO,32.73.29,CINAMBO,TELKOMSEL,JL. RAYA UJUNG BERUNG NO. 130,107.700696,-6.914212,MONOPOLE,15,-,METER,2017
70,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,INDOSAT,KP. NAGROG,107.706124,-6.908655,POLE ROOFTOP,6,-,METER,2017
71,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,DAYA MITRA TELEKOMUNIKASI,JL. PARATA KP. CIHERANG,107.703931,-6.893719,4 KAKI,42,-,METER,2017
72,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,SOLUSI TUNAS PRATAMA,JL. SEGAR ATAS RT 06/10,107.698332,-6.908659,MONOPOLE,25,-,METER,2017
73,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,TELKOMSEL,KOMP. UJUNG BERUNG INDAH RT 01/12,107.695679,-6.913107,POLE ROOFTOP,9,-,METER,2017
74,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,DAYA MITRA TELEKOMUNIKASI,JL. RAHAYU RT 02/06,107.691943,-6.907954,3 KAKI,36,-,METER,2017
75,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,TOWER BERSAMA GROUP,JL. CICUKANG,107.683545,-6.913299,3 KAKI,31,-,METER,2017
76,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,TOWER BERSAMA GROUP,JL. PERMATA BUMI RAYA,107.682471,-6.920383,4 KAKI,42,-,METER,2017
77,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,TELKOMSEL,JL. CINGISED,107.67705,-6.929015,4 KAKI,42,-,METER,2017
78,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,XL AXIATA,JL.PARAKAN SAAT 147 RT 02/13,107.668849,-6.931761,3 KAKI,31,-,METER,2017
79,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,TELKOMSEL,JL. GADING UTAMA,107.671138,-6.937548,3 KAKI,15,-,METER,2017
80,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,HUTCHISON CP TELEKOMUNICATION,JL. TERUSAN CISARANTEN,107.6771,-6.93694,3 KAKI,15,-,METER,2017
81,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,TOWER BERSAMA GROUP,"JL, CISARANTEN",107.679717,-6.931967,4 KAKI,52,-,METER,2017
82,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,XL AXIATA,JL. CISARANTEN KULON,107.679672,-6.931029,4 KAKI,32,-,METER,2017
83,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,XL AXIATA,JL. SUMBER SARI NO. 101,107.682011,-6.937348,3 KAKI,32,-,METER,2017
84,32,JAWA BARAT,3273,KOTA BANDUNG,3273121,CINAMBO,32.73.29,CINAMBO,DAYA MITRA TELEKOMUNIKASI,JL. SOEKARNO HATTA,107.684974,-6.937067,MONOPOLE,25,-,METER,2017
85,32,JAWA BARAT,3273,KOTA BANDUNG,3273121,CINAMBO,32.73.29,CINAMBO,PROTELINDO,GG. H. APANDI RT 03/06,107.687006,-6.927313,POLE ROOFTOP,6,-,METER,2017
86,32,JAWA BARAT,3273,KOTA BANDUNG,3273121,CINAMBO,32.73.29,CINAMBO,XL AXIATA,JL. CISARANTEN WETAN,107.687224,-6.924641,3 KAKI,32,-,METER,2017
87,32,JAWA BARAT,3273,KOTA BANDUNG,3273121,CINAMBO,32.73.29,CINAMBO,SOLUSI TUNAS PRATAMA,JL. GOLEF,107.689131,-6.917887,MONOPOLE,15,-,METER,2017
88,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,TELKOMSEL,JL. RAYA GOLF RT 01/11,107.690846,-6.913117,MONOPOLE,15,-,METER,2017
89,32,JAWA BARAT,3273,KOTA BANDUNG,3273121,CINAMBO,32.73.29,CINAMBO,IBS,JL. SOEKARNO HATTA (SINARMAS),107.687422,-6.932592,4 KAKI,42,-,METER,2017
90,32,JAWA BARAT,3273,KOTA BANDUNG,3273121,CINAMBO,32.73.29,CINAMBO,TELKOMSEL,JL. SOEKARNO HATTA NO 813,107.693477,-6.936097,4 KAKI,30,-,METER,2017
91,32,JAWA BARAT,3273,KOTA BANDUNG,3273121,CINAMBO,32.73.29,CINAMBO,TELKOMSEL,JL. CINAMBO RT 01/05,107.691353,-6.924745,4 KAKI,60,-,METER,2017
92,32,JAWA BARAT,3273,KOTA BANDUNG,3273121,CINAMBO,32.73.29,CINAMBO,XL AXIATA,JL. RS. SURADI RAJA,107.700416,-6.914868,4 KAKI,60,-,METER,2017
93,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,32.73.30,MANDALAJATI,TELKOMSEL,JL. A.H NASUTION NO. 89,107.684083,-6.90641,POLE ROOFTOP,3,-,METER,2017
94,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,SMARTFREN,JL. PACUAN KUDA,107.672794,-6.909458,MONOPOLE,12,-,METER,2017
95,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,TELKOMSEL,JL. R. LES SUBANDI NO. 21 PERTANIAN TIMUR,107.677073,-6.906655,MONOPOLE,15,-,METER,2017
96,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,PROTELINDO,JL. TERUSAN PASANTREN,107.678551,-6.909131,POLE ROOFTOP,0,-,METER,2017
97,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,TELKOMSEL,JL. TERUSAN PASANTREN,107.678677,-6.910683,4 KAKI,12,-,METER,2017
98,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,XL AXIATA,JL. TERUSAN PASANTREN,107.68131,-6.914079,3 KAKI,32,-,METER,2017
99,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,BANDUNG TV,JL. PACUAN KUDA ( BANDUNG TV),107.678842,-6.911383,4 KAKI,42,-,METER,2017
100,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,TELKOMSEL,JL. GOLEF BARAT 111,107.675119,-6.91736,POLE ROOFTOP,6,-,METER,2017
101,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,TELKOMSEL,JL. ATLENTIK 2,107.672696,-6.919231,MONOPOLE,20,-,METER,2017
102,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,DAYA MITRA TELEKOMUNIKASI,JL. ARCAMANIK ENDAH,107.671715,-6.920298,4 KAKI,42,-,METER,2017
103,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,XL AXIATA,KOMP. ARCAMANIK ENDAH,107.675939,-6.922308,3 KAKI,32,-,METER,2017
104,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,DAYA MITRA TELEKOMUNIKASI,JL. PARAKAN SAAT,107.669301,-6.923265,MONOPOLE,20,-,METER,2017
105,32,JAWA BARAT,3273,KOTA BANDUNG,3273080,BANDUNG KIDUL,32.73.21,BANDUNG KIDUL,TELKOMSEL,JL. RAYA BOJONG SOANG SAMPING TRANSMART,107.638246,-6.966249,4 KAKI,62,-,METER,2017
106,32,JAWA BARAT,3273,KOTA BANDUNG,3273080,BANDUNG KIDUL,32.73.21,BANDUNG KIDUL,DAYA MITRA TELEKOMUNIKASI,JL. SEKELIMUS UTARA RW 8,107.638573,-6.951626,MONOPOLE,15,-,METER,2017
107,32,JAWA BARAT,3273,KOTA BANDUNG,3273080,BANDUNG KIDUL,32.73.21,BANDUNG KIDUL,TELKOMSEL,JL. CIPARAY - BUAHBATU,107.64377,-6.959415,MONOPOLE,12,-,METER,2017
108,32,JAWA BARAT,3273,KOTA BANDUNG,3273080,BANDUNG KIDUL,32.73.21,BANDUNG KIDUL,XL AXIATA,JL. H. BADRAN RAYA,107.6445,-6.961353,POLE ROOFTOP,6,-,METER,2017
109,32,JAWA BARAT,3273,KOTA BANDUNG,3273080,BANDUNG KIDUL,32.73.21,BANDUNG KIDUL,TELKOMSEL,JL. RAYA CIGANITRI,107.648094,-6.965048,4 KAKI,42,-,METER,2017
110,32,JAWA BARAT,3273,KOTA BANDUNG,3273080,BANDUNG KIDUL,32.73.21,BANDUNG KIDUL,TELKOMSEL,JL. BATU INDAH RAYA,107.629058,-6.954009,POLE ROOFTOP,6,-,METER,2017
111,32,JAWA BARAT,3273,KOTA BANDUNG,3273080,BANDUNG KIDUL,32.73.21,BANDUNG KIDUL,XL AXIATA,JL. CIGELERENG RT 02/07,107.615319,-6.961109,4 KAKI,32,-,METER,2017
112,32,JAWA BARAT,3273,KOTA BANDUNG,3273080,BANDUNG KIDUL,32.73.21,BANDUNG KIDUL,TOWER BERSAMA GROUP,JL. NARADIRJA,107.609212,-6.961003,4 KAKI,32,-,METER,2017
113,32,JAWA BARAT,3273,KOTA BANDUNG,3273080,BANDUNG KIDUL,32.73.21,BANDUNG KIDUL,TELKOMSEL,JL. BATU NUNGGAL INDAH RAYA NO. 51,107.624364,-6.953333,POLE ROOFTOP,6,-,METER,2017
114,32,JAWA BARAT,3273,KOTA BANDUNG,3273080,BANDUNG KIDUL,32.73.21,BANDUNG KIDUL,XL AXIATA,JL. BATU NUNGGAL INDAH RAYA II,107.628661,-6.956171,POLE ROOFTOP,6,-,METER,2017
115,32,JAWA BARAT,3273,KOTA BANDUNG,3273080,BANDUNG KIDUL,32.73.21,BANDUNG KIDUL,DAYA MITRA TELEKOMUNIKASI,KOMP. BATU NUNGGAL PERMAI I,107.630501,-6.956938,POLE ROOFTOP,6,-,METER,2017
116,32,JAWA BARAT,3273,KOTA BANDUNG,3273080,BANDUNG KIDUL,32.73.21,BANDUNG KIDUL,XL AXIATA,JL. BATU NUNGGAL INDAH,107.625908,-6.962639,4 KAKI,25,-,METER,2017
117,32,JAWA BARAT,3273,KOTA BANDUNG,3273080,BANDUNG KIDUL,32.73.21,BANDUNG KIDUL,TELKOMSEL,JL. BATU NUNGGAL INDAH,107.626399,-6.957349,POLE ROOFTOP,0,-,METER,2017
118,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,32.73.13,LENGKONG,TELKOMSEL,JL. KOMPLEK MANDIRI,107.625811,-6.946818,MONOPOLE,15,-,METER,2017
119,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,32.73.13,LENGKONG,TELKOMSEL,JL. TERUSAN BUAH BATU,107.626866,-6.941906,POLE ROOFTOP,6,-,METER,2017
120,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,32.73.13,LENGKONG,TELKOMSEL,JL. KR (T.K YAYASAN TELKOM),107.621681,-6.937836,POLE ROOFTOP,6,-,METER,2017
121,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,32.73.13,LENGKONG,XL AXIATA,JL. WESEL (KOMPLEK POSTAL),107.621698,-6.940111,4 KAKI,32,-,METER,2017
122,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,32.73.13,LENGKONG,MGT RADIO,JL. BUAH BATU NO. 8,107.616875,-6.930133,4 KAKI,50,-,METER,2017
