id,kode_provinsi,nama_provinsi,bps_kode_kabupaten_kota,bps_nama_kabupaten_kota,bps_kode_kecamatan,bps_nama_kecamatan,kemendagri_kode_kecamatan,kemendagri_nama_kecamatan,pemilik_menara,lokasi_menara,long,lat,struktur_tower,tinggi_tower,keterangan,satuan,tahun
1567,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,32.73.02,COBLONG,"PT. XL AXIATA, TBK",JL. TUBAGUS ISMAIL GG. CIHEULANG NO. 53 RT. 04/RW. 11,-6.88577,107.61964,4 KAKI,42,-,METER,2018
1568,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,"PT. XL AXIATA, TBK",JL. CIKOANG KIDUL RT. 04 RW. 04,-6.90543,107.70069,4 KAKI,42,-,METER,2018
1569,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,32.73.14,CIBEUNYING KIDUL,"PT. XL AXIATA, TBK",JL. LAPANGAN GOLF DAGO ATAS NO. 78,-6.86768,107.62442,4 KAKI,42,-,METER,2018
1570,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,"PT. XL AXIATA, TBK",JL. CIMAPAKOLAN NO. 71 RT. 01/RW. 02,-6.94733,107.67649,3 KAKI,42,-,METER,2018
1571,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,32.73.14,CIBEUNYING KIDUL,"PT. XL AXIATA, TBK",JL. CIKUTRA NO. 10 RT. 01 / RW. 08,-6.90798,107.64388,3 KAKI,25,-,METER,2018
1572,32,JAWA BARAT,3273,KOTA BANDUNG,3273141,ANTAPANI,32.73.20,ANTAPANI,"PT. XL AXIATA, TBK",JL. SINDANG SARI III RT. 03 RW. 13,-6.9087,107.66432,3 KAKI,42,-,METER,2018
1573,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,"PT. XL AXIATA, TBK",JL. PALEDANG III RT. 04 RW. 06,-6.9118,107.7119,3 KAKI,42,-,METER,2018
1574,32,JAWA BARAT,3273,KOTA BANDUNG,3273190,CICENDO,32.73.06,CICENDO,"PT. XL AXIATA, TBK",JL. BOING KOMPLEK TNI AU,-6.89499,107.57306,POLE,36,-,METER,2018
1575,32,JAWA BARAT,3273,KOTA BANDUNG,3273220,CIBEUNYING KALER,32.73.18,CIBEUNYING KALER,"PT. XL AXIATA, TBK",JL. GAGAK RT. 01 RW. 03,-6.89721,107.62515,3 KAKI,52,-,METER,2018
1576,32,JAWA BARAT,3273,KOTA BANDUNG,3273260,CIDADAP,32.73.08,CIDADAP,"PT. XL AXIATA, TBK",JL. KAPT. ABDUL HAMID NO. 145 RT. 003 RW. 01,-6.8661,107.59703,POLE,36,-,METER,2018
1577,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,32.73.15,BANDUNG KULON,"PT. XL AXIATA, TBK",JL. JATI GEMPOL SARI RT. 07 RW. 09,-6.93449,107.55415,3 KAKI,42,-,METER,2018
1578,32,JAWA BARAT,3273,KOTA BANDUNG,3273050,ASTANAANYAR,32.73.10,ASTANA ANYAR,"PT. XL AXIATA, TBK","JL. KOPO NO. 13 BANDUNG TOKO MAS ""SAE",-6.92727,107.59805,POLE,12,-,METER,2018
1579,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,"PT. XL AXIATA, TBK",JL. L.L.E MARTADINATA (RIAU) NO. 56 - GRAND HOTEL SERELA,-6.90631,107.61998,POLE,9,-,METER,2018
1580,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,32.73.07,SUKAJADI,"PT. XL AXIATA, TBK",JL. PASIR KALIKI (HOS COKROAMINOTO) NO. 237 RT. 002/011,-6.897327,107.597103,POLE,36,-,METER,2018
1581,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,"PT. XL AXIATA, TBK",JL. DERWATI NO. 60 RT. 05 RW. 05,-6.96576,107.68476,3 KAKI,42,-,METER,2018
1582,32,JAWA BARAT,3273,KOTA BANDUNG,3273111,PANYILEUKAN,32.73.28,PANYILEUKAN,"PT. XL AXIATA, TBK",JL. AH. NASUTION NO. 14 RT. 01 RW. 07 - BENGKEL CEMERLANG,-6.92489,107.70982,3 KAKI,42,-,METER,2018
1583,32,JAWA BARAT,3273,KOTA BANDUNG,3273050,ASTANAANYAR,32.73.10,ASTANA ANYAR,"PT. XL AXIATA, TBK",JL. CIBADAK GG. NYI EMPOK NO. 1,-6.92174,107.59381,POLE,36,-,METER,2018
1584,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,32.73.13,LENGKONG,"PT. XL AXIATA, TBK",JL. PUNGKUR NO. 49,-6.927046,107.605327,3 KAKI,25,-,METER,2018
1585,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,32.73.13,LENGKONG,"PT. XL AXIATA, TBK",JL. KETAPANG NO. 4 KODYA BANDUNG,-6.92172,107.61948,3 KAKI,25,-,METER,2018
1586,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,32.73.13,LENGKONG,"PT. XL AXIATA, TBK",JL. TERUSAN HALIMUN NO. 37 BANDUNG,-6.92649,107.62653,3 KAKI,25,-,METER,2018
1587,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,"PT. XL AXIATA, TBK",JL. AHMAD YANI NO. 326 RT. 01/ RW. 07 BANDUNG,-6.9134,107.63497,3 KAKI,25,-,METER,2018
1588,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,32.73.13,LENGKONG,PT. PERMATA KARYA PERDANA,JL. KARAPITAN NO. 112 RT. 06 RW. 01,10761688.0,-6.92658,POLE,12,-,METER,2018
1589,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,32.73.13,LENGKONG,PT. PERMATA KARYA PERDANA,JL. RAYA RT. 06/05,107.61984,-693844.0,POLE,18,-,METER,2018
1590,32,JAWA BARAT,3273,KOTA BANDUNG,3273220,CIBEUNYING KALER,32.73.18,CIBEUNYING KALER,PT. PERMATA KARYA PERDANA,JL. CIGADUNG RAYA TIMUR NO. 42,107.63017,-68898.0,POLE,16,-,METER,2018
1591,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,PT. PERMATA KARYA PERDANA,RIUNG HEGAR MANAH RT. 07,107.87898,-694265.0,POLE,18,-,METER,2018
1592,32,JAWA BARAT,3273,KOTA BANDUNG,3273101,GEDEBAGE,32.73.27,GEDEBAGE,PT. PERMATA KARYA PERDANA,JL. GEDEBAGE SELATAN NO. 205 RT. 03/ RW. 01,107.68687,-6.957,POLE,18,-,METER,2018
1593,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,PT. PERMATA KARYA PERDANA,JL. JUPITER IX RT. 06 RW. 02,107.66022,-6.94584,POLE,18,-,METER,2018
1594,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,PT. PERMATA KARYA PERDANA,JL. KOSAR RT. 08/ RW. 07,107.69139,-6.90082,POLE,21,-,METER,2018
1595,32,JAWA BARAT,3273,KOTA BANDUNG,3273190,CICENDO,32.73.06,CICENDO,PT. PERMATA KARYA PERDANA,JL. OTO ISKANDAR DINATA NO. 20 RT. 01 RW. 10,107.60425,-6.913734,4 KAKI,21,-,METER,2018
1596,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,32.73.05,ANDIR,PT. PERMATA KARYA PERDANA,JL. L.M NURTANIO RT. 02 RW. 05,107.5783,-6.90904,POLE,11,-,METER,2018
1597,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,PT. PERMATA KARYA PERDANA,JL. MAKAM CARINGIN RT. 08 RW. 02,107.58089,-6.96251,POLE,17,-,METER,2018
1598,32,JAWA BARAT,3273,KOTA BANDUNG,3273150,KIARACONDONG,32.73.16,KIARACONDONG,PT. PROTELINDO,JL. BABAKAN SARI,107.64486,-6.92192,ROOFTOP MT,28,-,METER,2019
1599,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,PT. PROTELINDO,JL. PROGO NO. 6,107.61746,-6.90516,MONOPOLE,42,-,METER,2019
1600,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,32.73.13,LENGKONG,PT. PROTELINDO,JL. SOEKARNO-HATTA NO. 489-491,107.62531,-6.94917,SST,42,-,METER,2019
1601,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,PT. PROTELINDO,JL. JEND. A YANI NO. 358 RT. 003/07 KODEPOS 40271,107.63664,-6.91247,ROOFTOP MT,40,-,METER,2019
1602,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,32.73.14,CIBEUNYING KIDUL,PT. PROTELINDO,JL. CIKUTRA NO. 31 RT. 01 RW. 10,107.64369,-6.90508,ROOFTOP MT,20,-,METER,2019
1603,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,PT. PROTELINDO,JL. PAJAJARAN NO. 28 RT. 06 RW. 18,107.60527,-6.90693,ROOFTOP MT,25,-,METER,2019
1604,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,32.73.02,COBLONG,PT. PROTELINDO,JL. GANESHA NO. 7 RT. 03 RW. 04,107.61098,-6.89422,POLE,12,-,METER,2019
1605,32,JAWA BARAT,3273,KOTA BANDUNG,3273220,CIBEUNYING KALER,32.73.18,CIBEUNYING KALER,PT. PROTELINDO,"APOTIK LIA FARMA,JL.  SURAPATI NO. 68 RT. 02 RW. 04",107.62832,-6.90008,POLE,6,-,METER,2019
1606,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,PT. PROTELINDO,JL. CIJAWURA GIRANG RAYA RT. 01 RW.  014,107.64861,-6.9442,SST,30,-,METER,2019
1607,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,32.73.14,CIBEUNYING KIDUL,PT. PROTELINDO,JL.  JEND. AHMAD YANI NO. 535 A RT. 01 RW. 01,107.64167,-6.90932,ROOFTOP MT,20,-,METER,2019
1608,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,32.73.07,SUKAJADI,PT. PROTELINDO,JL. SUKAGALIH NO. 70 RT. 03 RW. 07,107.59229,-6.89227,POLE,12,-,METER,2019
1609,32,JAWA BARAT,3273,KOTA BANDUNG,3273250,SUKASARI,32.73.01,SUKASARI,PT. PROTELINDO,JL. BUNGUR NO. 41,107.59396,-6.87837,SST,42,-,METER,2019
1610,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,32.73.14,CIBEUNYING KIDUL,PT. PROTELINDO,JL.  JEND. AHMAD YANI NO. 435 RT. 01 RW. 02,107.63926,-6.91061,POLE,12,-,METER,2019
1611,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,PT. PROTELINDO,JL. KOMP. CISARANTEN INDAH NO. 46/170 RT. 03 RW. 01,107.6843,-6.91926,MONOPOLE,25,-,METER,2019
1612,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,32.73.17,BOJONGLOA KIDUL,PT. PROTELINDO,JL. CIBADUYUT RAYA NO. 85-87 KEBONLEGA,107.5941,-6.95068,POLE,6,-,METER,2019
1613,32,JAWA BARAT,3273,KOTA BANDUNG,3273190,CICENDO,32.73.06,CICENDO,PT. PROTELINDO,KOMPLEK ISTANA PASTEUR REGENCY RT. 05 RW. 06,107.57563,-6.89108,POLE,12,-,METER,2019
1614,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,32.73.17,BOJONGLOA KIDUL,PT. PROTELINDO,JL. KARASAK BARAT NO. 5B RT. 01 RW. 09,107.60233,-6.94882,POLE,9,-,METER,2019
1615,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,PT. PROTELINDO,JL. CITARUM NO. 16 RT. 001 RW. 003,107.62306,-6.90441,POLE,6,-,METER,2019
1616,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,PT. PROTELINDO,JL. KP. SEKEBURUY,107.70932,-6.89748,SST,30,-,METER,2019
1617,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,PT. PROTELINDO,JL. MERKURI TENGAH X NO. 2 RT. 07 RW. 08,107.66717,-6.9462,POLE,12,-,METER,2019
1618,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,PT. PROTELINDO,GG. KP. BABAKAN TEUREUP RT. 04 RW. 10,107.71071,-6.9042,SST,25,-,METER,2019
1619,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,32.73.13,LENGKONG,PT. PROTELINDO,JL. BUAHBATU 184 RT. 001 RW. 001,107.62486,-6.93944,POLE,12,-,METER,2019
1620,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,PT. PROTELINDO,JL. SATURNUS TENGAH NO. 2 RT. 004 RW. 015,107.66541,-6.95243,POLE,12,-,METER,2019
1621,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,PT. PROTELINDO,JL. CIHAMPELAS NO. 76A RT. 002 RW. 009,107.60431,-6.90114,ROOFTOP MT,20,-,METER,2019
1622,32,JAWA BARAT,3273,KOTA BANDUNG,3273260,CIDADAP,32.73.08,CIDADAP,PT. PROTELINDO,JL. CIPAKU INDAH 3 NO. 11,107.59969,-6.86406,POLE,6,-,METER,2019
1623,32,JAWA BARAT,3273,KOTA BANDUNG,3273180,ANDIR,32.73.05,ANDIR,PT. PROTELINDO,JL. BABAKAN CIANJUR GG. SEDAP MALAM II RT. 03 RW. 07,107.56534,-6.89375,MONOPOLE,18,-,METER,2019
1624,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,PT. PROTELINDO,JL. MERKURI RAYA BLOK Q 40-42 MARGAHAYU RAYA METRO,107.66845,-6.94578,CAMOUFLAGE,6,-,METER,2019
1625,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,PT. PROTELINDO,"JL. NEGLASARI I NO. 17, RT. 04 RW. 04",107.70779,-6.91611,MONOPOLE,18,-,METER,2019
1626,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,PT. PROTELINDO,"JL. MARGACINTA NO. 52 A, RT. 01 RW. 04",107.64299,-6.95494,CAMOUFLAGE,6,-,METER,2019
1627,32,JAWA BARAT,3273,KOTA BANDUNG,3273142,MANDALAJATI,32.73.30,MANDALAJATI,PT. PROTELINDO,JL. PASIR IMPUN RT. 01/RW. 12,107.67628,-6.89659,SST,42,-,METER,2019
1628,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,PT. PROTELINDO,JL. CIHAMPELAS NO. 70 RT. 02 RW. 09,107.60459,-6.90158,ROOFTOP MT,20,-,METER,2019
1629,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,32.73.17,BOJONGLOA KIDUL,PT. PROTELINDO,JL. KOMPLEK MEKAR WANGI RT. 3 RW. 3,107.59968,-6.95328,SST,42,-,METER,2019
1630,32,JAWA BARAT,3273,KOTA BANDUNG,0,-,0,-,PT. PROTELINDO,GG. BANYU BIRU,107.66438,-6.9652,SST,42,-,METER,2019
1631,32,JAWA BARAT,3273,KOTA BANDUNG,3273050,ASTANAANYAR,32.73.10,ASTANA ANYAR,"PT. PROTELINDO, TBK",JL. PAGARSIH NO. 21,107.59714,-6.92325,4 KAKI,30,-,METER,2019
1632,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,32.73.07,SUKAJADI,"PT. PROTELINDO, TBK",JL. DR. DJUNJUNAN,107.59528,-6.89931,3 KAKI,30,-,METER,2019
1633,32,JAWA BARAT,3273,KOTA BANDUNG,3273190,CICENDO,32.73.06,CICENDO,"PT. PROTELINDO, TBK",JL. DR. ABDUL RIVAI NO. 1,107.60364,-6.90461,3 KAKI,25,-,METER,2019
1634,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,"PT. PROTELINDO, TBK",JL. SOEKARNO-HATTA NO. 689,107.65855,-6.93917,4 KAKI,42,-,METER,2019
1635,32,JAWA BARAT,3273,KOTA BANDUNG,3273150,KIARACONDONG,32.73.16,KIARACONDONG,"PT. PROTELINDO, TBK",JL. SANGGAR KENCANA III RT. 05 RW. 09,107.66752,-6.93489,3 KAKI,36,-,METER,2019
1636,32,JAWA BARAT,3273,KOTA BANDUNG,3273150,KIARACONDONG,32.73.16,KIARACONDONG,"PT. PROTELINDO, TBK",JL. TERUSAN JAKARTA,107.64974,-6.91339,3 KAKI,35,-,METER,2019
1637,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,32.73.14,CIBEUNYING KIDUL,"PT. PROTELINDO, TBK",TERUSAN JALAN JAKARTA RT. 03 RW. 07 KODE POS 40291,107.66006,-6.91344,3 KAKI,35,-,METER,2019
1638,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,32.73.14,CIBEUNYING KIDUL,"PT. PROTELINDO, TBK",JL. CIBODAS BARU RT. 002 RW. 022  KODE POS 40291,107.66467,-6.92014,3 KAKI,30,-,METER,2019
1639,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,"PT. PROTELINDO, TBK",JL. CISARANTEN BARU  RT/RW.  06/01 KODE POS 40293,107.67975,-6.91872,3 KAKI,45,-,METER,2019
1640,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,"PT. PROTELINDO, TBK",JL. PESANTREN RT/RW. 5/4 KODE POS 40277,107.586,-6.95806,3 KAKI,30,-,METER,2019
1641,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,"PT. PROTELINDO, TBK",JL. RUMAH SAKIT NO. 163 RT. 001 RW. 007,107.69311,-6.934,3 KAKI,45,-,METER,2019
1642,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,"PT. PROTELINDO, TBK",JL. CIBOLERANG NO. 219 RT/RW. 002/008 KODE POS 40224,107.56964,-6.9496,3 KAKI,46,-,METER,2019
1643,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,"PT. PROTELINDO, TBK",JL. GEDEBAGE SELATAN NO. 189 RT. 005/02 KODEPOS 40295,107.68672,-6.95539,3 KAKI,45,-,METER,2019
1644,32,JAWA BARAT,3273,KOTA BANDUNG,3273150,KIARACONDONG,32.73.16,KIARACONDONG,"PT. PROTELINDO, TBK",GANG SEKOLAH II RT/RW. 03/02 KODE POS 40283,107.64558,-6.91872,3 KAKI,35,-,METER,2019
1645,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,"PT. PROTELINDO, TBK",JL.  AMD 10 NO. 17 A RT. 006 RW. 007  KODE POS  40232,107.59183,-6.93055,3 KAKI,35,-,METER,2019
1646,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,"PT. PROTELINDO, TBK",JL. SOEKARNO HATTA /H. HASAN II NO. 17 RT. 01/07 KODEPOS 40223,107.57758,-6.93847,3 KAKI,35,-,METER,2019
1647,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,32.73.17,BOJONGLOA KIDUL,"PT. PROTELINDO, TBK",JL. CIBADUYUT RAYA NO. 55A RT. 01 RW. 10,107.59406,-6.94964,3 KAKI,20,-,METER,2019
1648,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,32.73.11,REGOL,"PT. PROTELINDO, TBK",JL. DENKI SELATAN V NO. 38 RT. 05/02 KODEPOS 40255,107.61175,-6.94728,3 KAKI,35,-,METER,2019
1649,32,JAWA BARAT,3273,KOTA BANDUNG,3273120,UJUNG BERUNG,32.73.26,UJUNGBERUNG,"PT. PROTELINDO, TBK",JL. A.H. NASUTION NO. 1 KM 9 RT. 01 RW. 01 KODE POS 40619,107.68728,-6.90725,3 KAKI,35,-,METER,2019
1650,32,JAWA BARAT,3273,KOTA BANDUNG,3273110,CIBIRU,32.73.25,CIBIRU,"PT. PROTELINDO, TBK",JL. MANISI,107.72021,-6.92799,3 KAKI,36,-,METER,2019
1651,32,JAWA BARAT,3273,KOTA BANDUNG,3273230,COBLONG,32.73.02,COBLONG,"PT. PROTELINDO, TBK",KOMPLEK PONDOK PESANTREN MIFTAHUL KHOIR DAGO,107.6218,-6.87995,3 KAKI,46,-,METER,2019
1652,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,"PT. PROTELINDO, TBK",JL. RANCABOLANG NO. 16,107.66242,-6.94628,4 KAKI,35,-,METER,2019
1653,32,JAWA BARAT,3273,KOTA BANDUNG,3273240,SUKAJADI,32.73.07,SUKAJADI,"PT. PROTELINDO, TBK",JL. CIPEDES TENGAH NO. 15,107.59047,-6.88853,3 KAKI,45,-,METER,2019
1654,32,JAWA BARAT,3273,KOTA BANDUNG,3273110,CIBIRU,32.73.25,CIBIRU,"PT. PROTELINDO, TBK",JL. SINDANGSARI RT. 03 RW. 04 KODE POS 40614,107.7028,-6.91755,3 KAKI,35,-,METER,2019
1655,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,"PT. PROTELINDO, TBK",JL. /GANG CIWASTRA RT. 02 RW. 06,107.66931,-6.9624,3 KAKI,38,-,METER,2019
1656,32,JAWA BARAT,3273,KOTA BANDUNG,3273150,KIARACONDONG,32.73.16,KIARACONDONG,"PT. PROTELINDO, TBK",JL. JEND. AHMAD YANI,107.65456,-6.90306,POLE,12,-,METER,2019
1657,32,JAWA BARAT,3273,KOTA BANDUNG,3273060,REGOL,32.73.11,REGOL,"PT. PROTELINDO, TBK",JL. MOCHAMAD RAMDHAN NO. 90 RT. 07/03 KODE POS 40252,107.61061,-6.93603,4 KAKI,60,-,METER,2019
1658,32,JAWA BARAT,3273,KOTA BANDUNG,3273130,ARCAMANIK,32.73.24,ARCAMANIK,"PT. PROTELINDO, TBK",JL. CINGISED RAYA GANG ULIL ALBAB NO. 1 RT. 03 RW. 16 KODE POS 40293,107.67297,-6.92879,3 KAKI,30,-,METER,2019
1659,32,JAWA BARAT,3273,KOTA BANDUNG,3273150,KIARACONDONG,32.73.16,KIARACONDONG,"PT. PROTELINDO, TBK",JL. LEMAH KHEGAR TIMUR RT. 004 RW. 04 KODE POS 40285,107.65436,-6.93048,4 KAKI,36,-,METER,2019
1660,32,JAWA BARAT,3273,KOTA BANDUNG,3273200,BANDUNG WETAN,32.73.09,BANDUNG WETAN,"PT. PROTELINDO, TBK",JL. IR. H. JUANDA NO. 61-63,107.61165,-6.90074,POLE,25,-,METER,2019
1661,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,"PT. PROTELINDO, TBK",JL. CIDURIAN BARU 17 RT. 04 RW. 05 KODE POS 40286,107.65452,-6.9397,3 KAKI,35,-,METER,2019
1662,32,JAWA BARAT,3273,KOTA BANDUNG,3273020,BABAKAN CIPARAY,32.73.03,BABAKAN CIPARAY,"PT. PROTELINDO, TBK",JL. JAMIKA NO. 118 RT. 05 RW. 06 KODE POS 40221,107.5855,-6.92375,3 KAKI,23,-,METER,2019
1663,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,"PT. PROTELINDO, TBK",JL. BABAKAN CIPARAY  NO. 195 RT. 07 RW. 07 KODE POS 40233,107.58497,-6.93266,3 KAKI,35,-,METER,2019
1664,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,32.73.17,BOJONGLOA KIDUL,"PT. PROTELINDO, TBK",JL. K.H WAHID HASIM NO. 235 RT. 02 RW. 06 KODE POS 40234,107.59364,-6.93964,3 KAKI,20,-,METER,2019
1665,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,"PT. PROTELINDO, TBK",JL. PUSRI RT. 04 RW. 11 KODE POS 40233,107.58635,-6.94245,3 KAKI,35,-,METER,2019
1666,32,JAWA BARAT,3273,KOTA BANDUNG,3273050,ASTANAANYAR,32.73.10,ASTANA ANYAR,"PT. PROTELINDO, TBK",KOMPLEK KURDI REGENCY NO. 40 B RT. 02 RW. 06  KODE POS 40243,107.60352,-6.94173,3 KAKI,20,-,METER,2019
1667,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,32.73.13,LENGKONG,"PT. PROTELINDO, TBK",JL. BUAH BATU NO. 47A RT. 04 RW. 11 KODE POS 40262,107.61891,-6.93257,3 KAKI,23,-,METER,2019
1668,32,JAWA BARAT,3273,KOTA BANDUNG,3273050,ASTANAANYAR,32.73.10,ASTANA ANYAR,"PT. PROTELINDO, TBK",JL. OTO ISKANDARDINATA,107.60378,-6.92269,3 KAKI,25,-,METER,2019
1669,32,JAWA BARAT,3273,KOTA BANDUNG,3273100,RANCASARI,32.73.23,RANCASARI,"PT. PROTELINDO, TBK",JL. CIPAMOKOLAN NO. 38 RT.    04 RW.  08 KODE POS 40292,107.67685,-6.94867,3 KAKI,35,-,METER,2019
1670,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,"PT. PROTELINDO, TBK",KP. MARGALUYU,107.6511,-6.95275,3 KAKI,45,-,METER,2019
1671,32,JAWA BARAT,3273,KOTA BANDUNG,3273070,LENGKONG,32.73.13,LENGKONG,"PT. PROTELINDO, TBK",JL. JEND. AHMAD YANI,107.62222,-6.92009,4 KAKI,25,-,METER,2019
1672,32,JAWA BARAT,3273,KOTA BANDUNG,3273010,BANDUNG KULON,32.73.15,BANDUNG KULON,"PT. PROTELINDO, TBK",JL. HOLIS NO. 4 RT. 04 RW. 03,107.57602,-6.91787,3 KAKI,20,-,METER,2019
1673,32,JAWA BARAT,3273,KOTA BANDUNG,3273080,BANDUNG KIDUL,32.73.21,BANDUNG KIDUL,"PT. PROTELINDO, TBK",JL. CIPARAY,107.64347,-6.95979,3 KAKI,36,-,METER,2019
1674,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,32.73.14,CIBEUNYING KIDUL,"PT. PROTELINDO, TBK",JL. CITAMIANG  NO. 55 RT. 01 RW. 07,107.63478,-6.9078,4 KAKI,18,-,METER,2019
