radio,mcc,net,area,cell,lon,lat,range,samples,changeable
LTE,502,19,5133,179285534,101.6417,3.1641,1000,24,1
LTE,502,19,5118,179259914,101.6304,3.1626,1000,15,1
LTE,502,19,5118,179307284,101.6265,3.1606,838,31,1
LTE,502,19,5118,179327518,101.6258,3.1606,860,27,1
LTE,502,19,5118,179228436,101.6247,3.1619,1000,18,1
LTE,502,19,5118,179228446,101.6223,3.1627,1000,8,1
LTE,502,19,5117,179876362,101.7905,2.9771,827,50,1
LTE,502,19,5117,179871006,101.7899,2.9721,1467,50,1
LTE,502,19,5117,179870996,101.798,2.9653,1000,24,1
LTE,502,19,5116,179206410,101.74,3.1029,1000,19,1
LTE,502,19,5116,179397662,101.7413,3.1067,1000,22,1
LTE,502,19,5108,179421726,101.6762,2.9278,1491,50,1
LTE,502,19,5108,179426836,101.673,2.9295,689,46,1
LTE,502,19,5108,179405332,101.6692,2.9275,1000,13,1
LTE,502,19,5108,179405342,101.667,2.9304,1000,21,1
LTE,502,19,5108,179424286,101.6679,2.9362,922,30,1
LTE,502,19,5108,179426846,101.6708,2.9342,574,26,1
LTE,502,19,5108,179803156,101.6683,2.9403,1029,13,1
LTE,502,19,5108,179812362,101.6665,2.9248,1000,24,1
LTE,502,19,5108,179812874,101.6646,2.9283,659,36,1
LTE,502,19,5108,179813908,101.6632,2.9239,1000,14,1
LTE,502,19,5108,179813898,101.664,2.9293,1000,17,1
LTE,502,19,5108,179810314,101.664,2.9288,1000,20,1
LTE,502,19,5108,179811604,101.6583,2.9341,1000,20,1
LTE,502,19,5108,179821066,101.658,2.9341,1000,18,1
LTE,502,19,5108,179821086,101.6557,2.9328,500,26,1
LTE,502,19,5108,179814410,101.6583,2.932,1000,24,1
LTE,502,19,5108,179811614,101.6545,2.9368,1000,24,1
LTE,502,19,5108,179811594,101.6528,2.9417,569,50,1
LTE,502,19,5108,179804436,101.6539,2.9455,1000,12,1
LTE,502,19,5108,179804426,101.6543,2.9486,1000,7,1
LTE,502,19,5132,179805204,101.6549,2.9543,720,32,1
LTE,502,19,5108,179805470,101.6551,2.9513,1000,15,1
LTE,502,19,5132,179423252,101.6651,2.9619,1209,25,1
LTE,502,19,5132,179805982,101.6592,2.9604,672,26,1
LTE,502,19,5132,179423262,101.6651,2.9685,781,26,1
LTE,502,19,5132,179429150,101.6707,2.9745,1255,26,1
LTE,502,19,5132,179795486,101.6752,2.9754,1315,29,1
LTE,502,19,5132,179770644,101.6629,2.9737,1431,19,1
LTE,502,19,5132,179429130,101.6762,2.9741,860,37,1
LTE,502,19,5132,179810846,101.6867,2.9734,597,36,1
LTE,502,19,5132,179810836,101.6923,2.9748,1000,14,1
LTE,502,19,5132,179810826,101.6939,2.9765,592,48,1
LTE,502,19,5135,179869450,101.7581,2.9804,894,31,1
LTE,502,19,5117,179875870,101.7744,2.9793,1000,18,1
LTE,502,19,5117,179875850,101.779,2.9797,1000,23,1
LTE,502,19,5117,179828746,101.7809,2.978,1000,16,1
LTE,502,19,5135,179884554,101.7648,2.9787,904,34,1
LTE,502,19,5135,179886868,101.7735,2.9653,1000,21,1
LTE,502,19,5117,179828756,101.7794,2.9669,609,34,1
LTE,502,19,5135,179886858,101.7754,2.9666,1020,25,1
LTE,502,19,5135,179898654,101.787,2.9656,748,50,1
LTE,502,19,5135,179827722,101.7854,2.9656,500,30,1
LTE,502,19,5135,179898644,101.7925,2.9648,542,50,1
LTE,502,19,5117,179876382,101.7862,2.9773,634,50,1
LTE,502,19,5109,179231764,101.7498,3.0813,834,28,1
LTE,502,19,5109,179231754,101.7535,3.0899,1000,13,1
LTE,502,19,5116,179385866,101.7487,3.1211,3081,21,1
LTE,502,19,5113,179833364,101.7787,3.1233,1000,24,1
LTE,502,19,5113,179868180,101.7789,3.1317,792,28,1
LTE,502,19,5113,179903006,101.7813,3.131,1187,21,1
LTE,502,19,5116,179851274,101.772,3.1446,1000,20,1
LTE,502,19,5116,179856404,101.7704,3.1449,1383,27,1
LTE,502,19,5116,179856414,101.7604,3.1517,877,25,1
LTE,502,19,5116,179837204,101.7567,3.146,700,26,1
LTE,502,19,5116,179443732,101.7614,3.1514,1000,17,1
LTE,502,19,5116,179837194,101.7575,3.1497,517,34,1
LTE,502,19,5116,179909130,101.7538,3.1551,1000,12,1
LTE,502,19,5116,179206666,101.7469,3.1589,762,29,1
LTE,502,19,5117,179841812,101.8342,2.9732,1000,16,1
LTE,502,19,5134,179875348,101.7734,3.0377,1000,23,1
LTE,502,19,5116,179873044,101.7499,3.127,1000,10,1
LTE,502,19,5114,179251486,101.749,3.1802,1000,12,1
LTE,502,19,5114,179396382,101.7497,3.1783,500,26,1
LTE,502,19,5114,179477770,101.7354,3.1718,1000,9,1
LTE,502,19,5114,179477790,101.7371,3.1685,601,27,1
LTE,502,19,5116,179338270,101.7356,3.1662,1000,21,1
LTE,502,19,5116,179338260,101.735,3.1626,1000,23,1
LTE,502,19,5116,179315230,101.7356,3.1619,1000,20,1
LTE,502,19,5116,179315210,101.7359,3.1617,1000,18,1
LTE,502,19,5116,179315220,101.7362,3.1597,1000,24,1
LTE,502,19,5116,179293716,101.7416,3.1603,1000,16,1
LTE,502,19,5116,179293706,101.7453,3.1594,1000,15,1
LTE,502,19,5119,179201802,101.7304,3.0925,500,27,1
LTE,502,19,5119,179201822,101.7294,3.0868,659,35,1
LTE,502,19,5119,179393290,101.7265,3.0808,1000,15,1
LTE,502,19,5119,179242772,101.7238,3.0804,1000,23,1
LTE,502,19,5119,179242782,101.7201,3.0805,1000,14,1
LTE,502,19,5119,179314452,101.7187,3.079,1000,17,1
LTE,502,19,5119,179314462,101.7173,3.0782,1000,17,1
LTE,502,19,5119,179283978,101.7166,3.0776,1000,11,1
LTE,502,19,5119,179283988,101.7134,3.0769,1000,14,1
LTE,502,19,5119,179302410,101.7114,3.0744,1000,22,1
LTE,502,19,5119,179377940,101.708,3.0728,545,26,1
LTE,502,19,5119,179311882,101.707,3.0671,500,29,1
LTE,502,19,5119,179217162,101.7069,3.0666,696,34,1
LTE,502,19,5119,179375902,101.7074,3.0633,1000,14,1
LTE,502,19,5119,179375892,101.7077,3.0608,500,32,1
LTE,502,19,5119,179377162,101.7063,3.0523,665,27,1
LTE,502,19,5119,179377172,101.7075,3.0462,889,27,1
LTE,502,19,5119,179758110,101.708,3.0439,1000,22,1
LTE,502,19,5134,179740446,101.7087,3.0369,712,38,1
LTE,502,19,5134,179740426,101.7106,3.0312,525,30,1
LTE,502,19,5134,179710238,101.7134,3.0283,1000,23,1
LTE,502,19,5134,179710228,101.7158,3.0236,863,50,1
LTE,502,19,5134,179753226,101.717,3.0211,708,35,1
LTE,502,19,5134,179757588,101.7204,3.0139,860,33,1
LTE,502,19,5135,179771934,101.751,2.9546,1000,24,1
LTE,502,19,5132,179870238,101.7299,2.9864,1000,24,1
LTE,502,19,5132,179768842,101.7194,2.9649,821,33,1
LTE,502,19,5132,179415070,101.7128,2.9703,776,41,1
LTE,502,19,5132,179415050,101.7189,2.9671,765,31,1
LTE,502,19,5132,179786014,101.7249,2.9612,1000,7,1
LTE,502,19,5108,179803924,101.6635,2.9427,540,33,1
LTE,502,19,5108,179803934,101.6607,2.9469,1025,29,1
LTE,502,19,5108,179803166,101.6629,2.9435,1206,30,1
LTE,502,19,5108,179805450,101.6562,2.9505,1000,8,1
LTE,502,19,5132,179429140,101.6717,2.9686,732,27,1
LTE,502,19,5132,179429662,101.6889,2.97,1035,17,1
LTE,502,19,5132,179414558,101.6885,2.972,1000,18,1
LTE,502,19,5132,179797524,101.6969,2.9764,1000,17,1
LTE,502,19,5117,179888394,101.8104,2.9761,500,31,1
LTE,502,19,5117,179897630,101.8061,2.9781,1000,8,1
LTE,502,19,5117,179897620,101.8043,2.9783,1000,7,1
LTE,502,19,5136,179312404,101.7015,3.1766,743,30,1
LTE,502,19,5115,179341834,101.6995,3.1739,1000,16,1
LTE,502,19,5115,179341854,101.6968,3.1737,1000,17,1
LTE,502,19,5115,179303188,101.6941,3.1723,1000,21,1
LTE,502,19,5115,179223306,101.6928,3.172,1000,21,1
LTE,502,19,5115,179209758,101.6874,3.1681,500,29,1
LTE,502,19,5115,179223316,101.6915,3.1704,1000,20,1
LTE,502,19,5115,179209738,101.69,3.1673,500,27,1
LTE,502,19,5115,179209748,101.6857,3.1651,579,26,1
LTE,502,19,5133,179308810,101.6851,3.1628,500,28,1
LTE,502,19,5133,179308820,101.6839,3.1606,1000,14,1
LTE,502,19,5133,179328010,101.6815,3.1581,500,31,1
LTE,502,19,5133,179328030,101.6805,3.1542,500,27,1
LTE,502,19,5133,179213598,101.6835,3.1502,4199,29,1
LTE,502,19,5133,179306260,101.6788,3.145,1000,20,1
LTE,502,19,5111,179279882,101.6795,3.1427,1000,24,1
GSM,502,16,22072,10286,101.6854,3.1314,1000,15,1
LTE,502,19,5131,179270686,101.6943,3.0978,883,29,1
LTE,502,19,5114,179470878,101.7592,3.1904,500,31,1
LTE,502,19,5114,179470868,101.7605,3.189,500,30,1
LTE,502,19,5114,179480842,101.7593,3.1877,500,30,1
LTE,502,19,5114,179432478,101.7603,3.1947,824,34,1
LTE,502,19,5114,179432468,101.7635,3.1964,500,27,1
LTE,502,19,5114,179473940,101.7637,3.195,1000,11,1
GSM,502,16,22052,25941,101.7541,2.9773,2641,26,1
GSM,502,16,22052,24551,101.7531,2.9729,5137,24,1
LTE,502,19,5115,179387934,101.7307,3.1655,1000,23,1
LTE,502,19,5115,179293460,101.7269,3.1646,1000,22,1
LTE,502,19,5115,179302666,101.7274,3.1728,1000,23,1
LTE,502,19,5114,179477022,101.7302,3.171,1000,17,1
LTE,502,19,5115,179302932,101.7333,3.1708,1000,11,1
LTE,502,19,5115,179302686,101.724,3.1742,1000,15,1
LTE,502,19,5115,179325962,101.7231,3.1751,1000,10,1
LTE,502,19,5115,179325982,101.7203,3.1751,1000,11,1
LTE,502,19,5115,179236874,101.7158,3.1722,1000,13,1
LTE,502,19,5115,179300106,101.7168,3.1706,1000,21,1
LTE,502,19,5115,179300126,101.7144,3.1675,1000,10,1
LTE,502,19,5115,179236884,101.7129,3.1672,516,26,1
LTE,502,19,5115,179236894,101.7076,3.1728,593,27,1
LTE,502,19,5115,179325716,101.7051,3.172,1000,13,1
LTE,502,19,5115,179325726,101.7032,3.1735,1000,14,1
LTE,502,19,5115,179279646,101.694,3.1704,1000,13,1
LTE,502,19,5115,179235102,101.6923,3.1666,774,34,1
LTE,502,19,5133,179213588,101.68,3.1469,1000,13,1
LTE,502,19,5133,179306270,101.6767,3.1482,1000,13,1
LTE,502,19,5133,179320340,101.6742,3.151,1000,18,1
LTE,502,19,5133,179256842,101.6715,3.1518,1000,18,1
LTE,502,19,5133,179256862,101.6679,3.1509,1000,15,1
LTE,502,19,5133,179256852,101.6686,3.1509,1000,22,1
LTE,502,19,5133,179282964,101.6655,3.1506,1000,16,1
LTE,502,19,5133,179265546,101.6639,3.1484,1000,9,1
LTE,502,19,5133,179355924,101.6643,3.1474,1000,11,1
LTE,502,19,5130,179301918,101.663,3.1444,1000,22,1
LTE,502,19,5130,179216414,101.6569,3.1371,1000,22,1
LTE,502,19,5130,179216404,101.6582,3.1343,1000,19,1
LTE,502,19,5130,179275796,101.6509,3.1295,1000,9,1
LTE,502,19,5130,179657748,101.6515,3.127,1000,17,1
LTE,502,19,5130,179236126,101.6521,3.1229,500,37,1
GSM,502,16,21043,26063,101.655,3.1624,1005,10,1
LTE,502,19,5130,179236106,101.6594,3.1205,1000,23,1
LTE,502,19,5130,179297310,101.6624,3.118,1000,19,1
LTE,502,19,5130,179297290,101.6622,3.1209,1000,6,1
LTE,502,19,5130,179297300,101.665,3.118,500,26,1
LTE,502,19,5130,179256340,101.6877,3.1111,1000,12,1
LTE,502,19,5132,179795466,101.6815,2.9805,664,28,1
LTE,502,19,5108,179813662,101.6401,2.9224,1000,8,1
LTE,502,19,5108,179809034,101.6355,2.9204,1000,10,1
LTE,502,19,5108,179809054,101.6301,2.9202,723,27,1
LTE,502,19,5108,179814932,101.6325,2.9246,1000,14,1
LTE,502,19,5108,179814676,101.6333,2.9284,1000,14,1
LTE,502,19,5108,179814686,101.6336,2.9329,1000,21,1
LTE,502,19,5108,179808522,101.6348,2.9344,1000,10,1
LTE,502,19,5108,179811338,101.6299,2.939,1319,26,1
LTE,502,19,5108,179811348,101.6252,2.9318,1626,29,1
LTE,502,19,5108,179800862,101.6364,2.946,1000,20,1
LTE,502,19,5108,179800842,101.6388,2.9468,510,25,1
LTE,502,19,5108,179812116,101.661,2.9309,1000,16,1
LTE,502,19,5108,179423518,101.6673,2.9333,1847,5,1
LTE,502,19,5108,179407134,101.6721,2.9382,1133,17,1
LTE,502,19,5108,179803914,101.6668,2.9432,568,32,1
LTE,502,19,5108,179407646,101.6734,2.9464,1000,24,1
LTE,502,19,5108,179407626,101.6772,2.9475,1000,13,1
LTE,502,19,5108,179422494,101.6823,2.943,660,50,1
LTE,502,19,5132,179397908,101.6822,2.9481,3448,32,1
LTE,502,19,5108,179422474,101.6838,2.9471,3340,26,1
LTE,502,19,5132,179411988,101.6905,2.9557,725,25,1
LTE,502,19,5132,179397898,101.682,2.9546,4066,41,1
LTE,502,19,5132,179411978,101.693,2.957,751,27,1
LTE,502,19,5108,179426334,101.701,2.9499,1000,19,1
LTE,502,19,5132,179430932,101.6994,2.9557,649,50,1
LTE,502,19,5132,179768852,101.7151,2.9587,648,41,1
LTE,502,19,5132,179900436,101.7472,2.9819,1213,24,1
LTE,502,19,5132,179900446,101.7469,2.983,662,39,1
LTE,502,19,5132,179870228,101.7429,2.9822,750,50,1
LTE,502,19,5132,179900426,101.7513,2.9813,536,26,1
LTE,502,19,5135,179883038,101.7651,2.9818,1000,19,1
LTE,502,19,5135,179883028,101.7688,2.9801,1000,20,1
LTE,502,19,5135,179883018,101.7733,2.9798,1000,12,1
LTE,502,19,5116,179849738,101.7521,3.1186,2465,31,1
LTE,502,19,5119,179377930,101.7118,3.0764,1000,23,1
LTE,502,19,5131,179235348,101.7067,3.0733,1074,15,1
LTE,502,19,5119,179217172,101.7039,3.063,1000,22,1
LTE,502,19,5119,179377182,101.7047,3.0472,796,27,1
LTE,502,19,5119,179740682,101.7055,3.0433,1000,17,1
LTE,502,19,5119,179628820,101.7057,3.0365,500,31,1
LTE,502,19,5119,179628810,101.7058,3.0386,832,30,1
LTE,502,19,5134,179746846,101.7077,3.0294,1000,20,1
LTE,502,19,5134,179753246,101.7137,3.0238,1000,24,1
LTE,502,19,5132,179713034,101.7204,3.012,1000,16,1
LTE,502,19,5134,179710218,101.7192,3.0199,2022,42,1
LTE,502,19,5132,179870218,101.739,2.9899,751,50,1
LTE,502,19,5135,179829278,101.743,2.9714,1000,12,1
LTE,502,19,5135,179869470,101.7474,2.9768,991,26,1
LTE,502,19,5132,179851530,101.7438,2.9667,1000,22,1
LTE,502,19,5132,179851540,101.7458,2.9619,1000,19,1
LTE,502,19,5135,179785482,101.7486,2.9573,810,31,1
LTE,502,19,5135,179904798,101.7552,2.9545,947,33,1
LTE,502,19,5135,179878174,101.7557,2.9331,1068,34,1
LTE,502,19,5135,179826708,101.7577,2.9412,956,28,1
LTE,502,19,5135,179878154,101.7613,2.9332,500,26,1
LTE,502,19,5135,179908382,101.7666,2.9349,1000,20,1
LTE,502,19,5135,179908638,101.7724,2.9247,1121,14,1
GSM,502,16,22043,2141,101.7725,2.9257,1998,19,1
GSM,502,16,22043,23012,101.7746,2.9328,2432,27,1
LTE,502,19,5135,179908618,101.7754,2.9345,1412,48,1
LTE,502,19,5135,179892510,101.7762,2.9335,1230,18,1
GSM,502,16,22043,26253,101.7704,2.9339,2111,27,1
GSM,502,16,22043,24363,101.7703,2.9382,2055,22,1
LTE,502,19,5132,179802132,101.7091,2.9806,1422,27,1
LTE,502,19,5120,179801866,101.6376,2.9779,2384,45,1
LTE,502,19,5132,179771658,101.6433,2.9783,1000,23,1
LTE,502,19,5120,179769354,101.625,2.9691,1000,17,1
LTE,502,19,5120,179769374,101.6218,2.9643,1000,22,1
LTE,502,19,5120,179771402,101.6207,2.9627,1000,19,1
LTE,502,19,5120,179771422,101.6171,2.9567,1369,27,1
LTE,502,19,5120,179771412,101.6152,2.9511,1004,43,1
LTE,502,19,5120,179796244,101.5971,2.9429,1000,21,1
LTE,502,19,5120,179512852,101.5907,2.9465,1098,23,1
LTE,502,19,5120,179727390,101.5789,2.9997,1000,17,1
LTE,502,19,5120,179713812,101.5804,3.0075,1000,17,1
LTE,502,19,5120,179713822,101.5776,3.0213,1167,22,1
LTE,502,19,5123,179725076,101.5626,3.055,1000,21,1
LTE,502,19,5123,179658004,101.5571,3.0755,511,26,1
LTE,502,152,5103,179468052,101.7296,3.2878,1312,50,1
LTE,502,152,5103,179467530,101.725,3.2529,555,33,1
LTE,502,152,5103,179468574,101.7283,3.2539,1000,16,1
LTE,502,152,5103,179468564,101.7294,3.2513,761,25,1
LTE,502,152,5103,179467540,101.7268,3.2434,669,44,1
LTE,502,152,5103,179467550,101.7208,3.2441,719,28,1
LTE,502,152,5103,179466250,101.7066,3.2402,1460,50,1
LTE,502,152,5103,179441162,101.7055,3.2417,2368,12,1
LTE,502,152,5136,179304458,101.6997,3.196,1000,18,1
LTE,502,152,5136,179374868,101.6994,3.1951,1000,15,1
LTE,502,152,5136,179304468,101.699,3.1918,1000,19,1
LTE,502,152,5136,179224606,101.7,3.1889,1000,19,1
LTE,502,152,5136,179310858,101.7078,3.1861,1000,15,1
LTE,502,152,5112,179381278,101.7122,3.1858,1000,20,1
LTE,502,152,5112,179382292,101.718,3.1838,1000,16,1
LTE,502,152,5112,179382282,101.7201,3.1826,1000,11,1
LTE,502,152,5112,179384084,101.7226,3.1827,500,25,1
LTE,502,152,5114,179207454,101.7344,3.1849,1000,20,1
LTE,502,152,5112,179204126,101.732,3.1858,1000,13,1
LTE,502,152,5112,179204116,101.7345,3.1856,1000,7,1
LTE,502,152,5114,179207444,101.7387,3.1829,911,28,1
LTE,502,152,5114,179250698,101.7467,3.183,1000,21,1
LTE,502,152,5114,179251466,101.7494,3.1824,500,25,1
LTE,502,152,5114,179480340,101.7572,3.1818,1000,24,1
LTE,502,152,5114,179432714,101.7553,3.1786,500,30,1
LTE,502,152,5114,179432724,101.7552,3.1737,1000,21,1
LTE,502,152,5116,179473694,101.7542,3.1698,1000,16,1
LTE,502,152,5116,179473674,101.7528,3.1658,500,27,1
LTE,502,152,5116,179443742,101.7529,3.1598,1000,11,1
LTE,502,152,5116,179850762,101.7515,3.1604,1000,15,1
LTE,502,152,5116,179850782,101.7499,3.16,500,34,1
LTE,502,152,5116,179873054,101.7493,3.1322,1000,13,1
LTE,502,152,5116,179849738,101.7466,3.1204,1000,18,1
LTE,502,152,5116,179397642,101.7459,3.1155,1000,16,1
LTE,502,152,5116,179397652,101.7447,3.1119,1000,14,1
LTE,502,152,5116,179206410,101.7399,3.1025,1000,24,1
LTE,502,152,5116,179207966,101.7391,3.102,1279,13,1
LTE,502,152,5116,179215390,101.7396,3.1016,1000,11,1
LTE,502,152,5116,179236362,101.7369,3.0989,500,28,1
LTE,502,152,5116,179206420,101.7378,3.0999,1000,19,1
LTE,502,152,5119,179206174,101.739,3.0956,500,25,1
LTE,502,152,5119,179206164,101.74,3.0923,1000,10,1
LTE,502,152,5109,179319562,101.7412,3.0887,500,27,1
LTE,502,152,5109,179388938,101.7421,3.0819,1000,9,1
LTE,502,152,5109,179394334,101.7435,3.08,1000,14,1
LTE,502,152,5109,179394314,101.7496,3.0788,1000,22,1
LTE,502,152,5109,179231764,101.7497,3.0811,880,31,1
LTE,502,152,5109,179899422,101.7553,3.0763,1000,12,1
LTE,502,152,5109,179899412,101.7609,3.0732,1000,22,1
LTE,502,152,5109,179869204,101.7618,3.0729,1000,6,1
LTE,502,152,5109,179866900,101.7659,3.0694,1000,19,1
LTE,502,152,5109,179889674,101.7733,3.0614,1000,24,1
LTE,502,152,5109,179889684,101.7741,3.0563,545,26,1
LTE,502,152,5109,179908126,101.775,3.0515,1000,9,1
LTE,502,152,5109,179828500,101.7755,3.0497,1000,8,1
LTE,502,152,5109,179841310,101.7745,3.0449,1098,25,1
LTE,502,152,5134,179897118,101.7707,3.0344,1000,18,1
LTE,502,152,5134,179867678,101.7738,3.016,1000,18,1
LTE,502,152,5134,179899658,101.7707,3.0067,1000,20,1
LTE,502,152,5117,179897876,101.7773,3.0021,1000,18,1
LTE,502,152,5135,179880468,101.7689,2.9893,1000,17,1
LTE,502,152,5135,179883038,101.7643,2.9835,1000,9,1
LTE,502,152,5135,179884554,101.7632,2.979,1000,16,1
LTE,502,152,5135,179869450,101.7587,2.9816,1223,27,1
LTE,502,152,5135,179869460,101.7607,2.9747,1454,17,1
LTE,502,152,5135,179909652,101.7576,2.9687,1000,7,1
LTE,502,152,5135,179886110,101.7577,2.9622,1116,31,1
LTE,502,152,5135,179886868,101.773,2.9652,500,36,1
LTE,502,152,5135,179886858,101.7757,2.9658,597,28,1
LTE,502,152,5135,179898654,101.7849,2.9656,1000,15,1
LTE,502,152,5135,179827722,101.7842,2.9656,1000,11,1
LTE,502,152,5135,179898644,101.793,2.9648,555,28,1
LTE,502,152,5117,179870996,101.798,2.9644,1000,23,1
LTE,502,152,5117,179895838,101.8093,2.9603,500,42,1
LTE,502,19,5123,179657994,101.5611,3.0769,1000,14,1
LTE,502,19,5123,179640340,101.5645,3.0781,500,31,1
LTE,502,19,5123,179640330,101.5692,3.0803,1000,19,1
LTE,502,19,5123,179690270,101.579,3.0824,770,25,1
LTE,502,19,5123,179732490,101.578,3.0792,1000,24,1
LTE,502,19,5123,179690260,101.5822,3.0809,1000,23,1
LTE,502,19,5123,179667476,101.5852,3.081,749,32,1
LTE,502,19,5123,179690782,101.5845,3.0803,1000,12,1
LTE,502,19,5123,179667486,101.5903,3.0855,754,27,1
LTE,502,19,5123,179690250,101.5853,3.0851,500,50,1
LTE,502,19,5123,179732510,101.5738,3.0795,1000,19,1
LTE,502,19,5123,179680798,101.5965,3.0842,1000,19,1
LTE,502,19,5123,179680778,101.6058,3.0836,1000,22,1
LTE,502,19,5123,179685150,101.6111,3.0833,1000,15,1
LTE,502,19,5123,179685140,101.6189,3.0844,1000,22,1
LTE,502,19,5122,179749918,101.6449,3.0823,1000,15,1
LTE,502,19,5122,179749898,101.6523,3.0817,500,25,1
LTE,502,19,5130,179353118,101.6601,3.0829,1000,19,1
LTE,502,19,5130,179353098,101.6612,3.0833,1000,17,1
LTE,502,19,5130,179271188,101.6652,3.0853,1000,23,1
LTE,502,19,5130,179258122,101.6694,3.0887,742,29,1
LTE,502,19,5130,179258378,101.6716,3.0932,500,37,1
LTE,502,19,5130,179271198,101.6753,3.0934,1000,10,1
LTE,502,19,5130,179361044,101.6773,3.0941,1000,19,1
LTE,502,19,5131,179364382,101.6808,3.0942,1000,21,1
LTE,502,19,5131,179364362,101.6825,3.0942,1000,8,1
LTE,502,19,5131,179366942,101.6862,3.0944,1000,19,1
LTE,502,19,5131,179225118,101.6897,3.0935,500,30,1
LTE,502,19,5131,179225098,101.6906,3.092,1000,10,1
LTE,502,19,5131,179295518,101.6919,3.0912,1000,10,1
LTE,502,19,5131,179295508,101.6935,3.0891,1000,10,1
LTE,502,19,5131,179371540,101.6948,3.0861,1000,24,1
LTE,502,19,5131,179214366,101.6987,3.0841,1000,22,1
LTE,502,19,5131,179214356,101.7011,3.081,571,33,1
LTE,502,19,5119,179275018,101.7056,3.0778,1000,12,1
LTE,502,19,5119,179275028,101.7063,3.074,1000,20,1
LTE,502,19,5119,179377950,101.7067,3.0749,1000,22,1
LTE,502,19,5119,179217182,101.7046,3.0702,1000,21,1
GSM,502,16,23062,14161,100.7288,4.631,3228,23,1
GSM,502,16,23062,14162,100.7273,4.6153,4425,27,1
GSM,502,158,219,19282,102.7684,2.9035,3616,20,1
LTE,502,152,5117,179830794,101.827,2.9757,500,26,1
LTE,502,152,5117,179840030,101.8312,2.9701,1000,10,1
LTE,502,152,5117,179828756,101.7797,2.9679,1000,11,1
LTE,502,152,5135,179771934,101.7522,2.9537,688,34,1
LTE,502,152,5135,179829258,101.7498,2.9688,633,37,1
LTE,502,152,5135,179829268,101.7452,2.9666,1000,8,1
LTE,502,152,5132,179851540,101.7456,2.9635,500,28,1
LTE,502,152,5135,179826718,101.7588,2.9546,1588,8,1
LTE,502,152,5135,179785482,101.7477,2.9591,1000,20,1
LTE,502,152,5135,179904798,101.7556,2.9534,677,36,1
LTE,502,152,5135,179771914,101.7545,2.9415,1410,29,1
LTE,502,152,5135,179826708,101.7589,2.9429,949,26,1
LTE,502,152,5135,179771924,101.7447,2.943,1000,18,1
LTE,502,152,5108,179778580,101.7385,2.9459,590,41,1
LTE,502,152,5132,179786004,101.7292,2.9526,907,28,1
LTE,502,152,5108,179778590,101.7316,2.9512,1000,13,1
LTE,502,152,5108,179419402,101.7285,2.9511,1000,19,1
LTE,502,152,5108,179419412,101.7247,2.9482,1000,21,1
LTE,502,152,5108,179423774,101.7183,2.9434,1000,13,1
LTE,502,152,5108,179423754,101.7205,2.9451,500,25,1
LTE,502,152,5108,179416330,101.7117,2.9419,1000,14,1
LTE,502,152,5108,179417118,101.7125,2.9382,1000,9,1
LTE,502,152,5108,179416084,101.7126,2.939,1000,14,1
LTE,502,152,5108,179416340,101.7105,2.9394,1000,11,1
LTE,502,152,5108,179428618,101.7109,2.9345,1000,3,1
LTE,502,152,5108,179417108,101.7127,2.9365,1000,5,1
LTE,502,152,5108,179417098,101.7142,2.9383,1000,7,1
LTE,502,152,5132,179785994,101.7314,2.9565,628,30,1
LTE,502,152,5135,179886100,101.7595,2.9586,1000,16,1
LTE,502,152,5135,179904778,101.7594,2.9451,1000,18,1
LTE,502,152,5135,179908382,101.7668,2.9344,1000,18,1
LTE,502,152,5135,179878154,101.7609,2.9329,1000,14,1
LTE,502,152,5135,179878174,101.7562,2.9323,1000,20,1
LTE,502,152,5135,179878164,101.7572,2.9277,1000,7,1
LTE,502,152,5135,179794698,101.7569,2.9199,1000,22,1
LTE,502,152,5135,179794708,101.7571,2.9163,1000,21,1
LTE,502,152,5135,179836446,101.7615,2.9108,1000,18,1
LTE,502,152,5135,179836426,101.7669,2.9005,1000,20,1
LTE,502,152,5135,179851806,101.767,2.8955,1000,15,1
LTE,502,152,5135,179779614,101.7676,2.8888,1000,14,1
LTE,502,152,5135,179779594,101.7746,2.8827,1289,38,1
LTE,502,152,5135,179779604,101.7715,2.8843,1000,21,1
LTE,502,152,5302,180355870,101.7986,2.8528,1267,25,1
LTE,502,152,5302,180355594,101.7912,2.849,3437,30,1
LTE,502,152,5302,180349470,101.8082,2.8092,2444,24,1
LTE,502,152,5302,180363806,101.7994,2.8237,1000,9,1
LTE,502,152,5302,180353044,101.7989,2.8223,1000,20,1
LTE,502,152,5302,180354314,101.8037,2.8175,1000,23,1
LTE,502,152,5302,180354324,101.8082,2.8122,744,33,1
LTE,502,152,5302,180349460,101.8113,2.7956,1268,27,1
LTE,502,152,5302,180362516,101.797,2.7974,2966,25,1
LTE,502,152,5302,180363038,101.8592,2.7519,1000,23,1
LTE,502,152,5302,180363018,101.8751,2.7436,1173,38,1
LTE,502,152,5304,180354570,101.8627,2.6986,794,26,1
LTE,502,152,5303,180342026,101.8653,2.6819,950,39,1
LTE,502,152,5303,180342036,101.865,2.6729,1281,19,1
LTE,502,152,5303,180335114,101.8541,2.6705,1991,50,1
LTE,502,152,5302,180355860,101.7992,2.8432,1913,24,1
LTE,502,152,5302,180353034,101.7971,2.8244,1000,14,1
LTE,502,152,5302,180353054,101.7893,2.8221,1000,14,1
LTE,502,152,5302,180369418,101.773,2.8167,1107,4,1
