quadkey,avg_d_kbps,avg_u_kbps,avg_lat_ms,tests,devices,lat,lon,year,quarter
1322231101032322,14789,11007,44,43,31,5.446490692533115,100.30517578125,2019,1
1322231101100022,8293,5243,43,2,2,5.599585195716323,100.37109375,2019,1
1322231101100200,23505,14184,40,16,7,5.594118218884791,100.37109375,2019,1
1322231101100201,541,198,66,1,1,5.594118218884791,100.3765869140625,2019,1
1322231101100202,10984,11978,47,53,13,5.588651190959485,100.37109375,2019,1
1322231101100211,28132,18349,48,9,2,5.594118218884791,100.3875732421875,2019,1
1322231101100212,13441,5933,47,2,1,5.588651190959485,100.382080078125,2019,1
1322231101100213,4341,7270,37,2,1,5.588651190959485,100.3875732421875,2019,1
1322231101100220,8752,2739,49,8,5,5.583184111989701,100.37109375,2019,1
1322231101100230,15923,467,31,1,1,5.583184111989701,100.382080078125,2019,1
1322231101100232,20765,3843,25,1,1,5.577716982024742,100.382080078125,2019,1
1322231101100313,63249,5782,30,2,1,5.588651190959485,100.4095458984375,2019,1
1322231101100320,4737,2893,37,24,1,5.583184111989701,100.39306640625,2019,1
1322231101100321,3665,3975,34,1,1,5.583184111989701,100.3985595703125,2019,1
1322231101100323,11768,22261,31,1,1,5.577716982024742,100.3985595703125,2019,1
1322231101100332,8916,7940,42,8,2,5.577716982024742,100.404052734375,2019,1
1322231101100333,6337,7414,33,23,3,5.577716982024742,100.4095458984375,2019,1
1322231101101032,17143,15118,23,1,1,5.599585195716323,100.426025390625,2019,1
1322231101101033,6564,360,134,2,1,5.599585195716323,100.4315185546875,2019,1
1322231101101122,4091,3121,53,28,5,5.599585195716323,100.43701171875,2019,1
1322231101101132,22490,14366,67,6,6,5.599585195716323,100.447998046875,2019,1
1322231101101202,18002,2322,60,5,2,5.588651190959485,100.4150390625,2019,1
1322231101101211,41873,16137,31,2,2,5.594118218884791,100.4315185546875,2019,1
1322231101101213,7265,2194,39,3,1,5.588651190959485,100.4315185546875,2019,1
1322231101101221,25032,29504,34,2,1,5.583184111989701,100.4205322265625,2019,1
1322231101101222,6982,6474,47,5,2,5.577716982024742,100.4150390625,2019,1
1322231101101231,15568,7533,38,24,7,5.583184111989701,100.4315185546875,2019,1
1322231101101232,2803,2948,25,1,1,5.577716982024742,100.426025390625,2019,1
1322231101101233,4078,4426,33,2,2,5.577716982024742,100.4315185546875,2019,1
1322231101101300,8579,3414,48,26,9,5.594118218884791,100.43701171875,2019,1
1322231101101301,11751,5351,40,13,8,5.594118218884791,100.4425048828125,2019,1
1322231101101302,8943,5173,42,55,21,5.588651190959485,100.43701171875,2019,1
1322231101101303,5004,2522,116,8,5,5.588651190959485,100.4425048828125,2019,1
1322231101101312,10265,3965,50,5,4,5.588651190959485,100.447998046875,2019,1
1322231101101320,13247,6688,42,20,9,5.583184111989701,100.43701171875,2019,1
1322231101101321,24647,4412,46,15,4,5.583184111989701,100.4425048828125,2019,1
1322231101101322,11200,9643,42,4,4,5.577716982024742,100.43701171875,2019,1
1322231101101332,36266,14629,28,3,3,5.577716982024742,100.447998046875,2019,1
1322231101101333,31414,4958,57,2,2,5.577716982024742,100.4534912109375,2019,1
1322231101102000,24521,15805,30,3,2,5.572249801113908,100.37109375,2019,1
1322231101102002,3098,4565,39,1,1,5.566782569306505,100.37109375,2019,1
1322231101102010,9252,3879,48,4,1,5.572249801113908,100.382080078125,2019,1
1322231101102011,15142,13444,30,4,2,5.572249801113908,100.3875732421875,2019,1
1322231101102012,2600,1703,30,1,1,5.566782569306505,100.382080078125,2019,1
1322231101102013,12911,5195,50,6,4,5.566782569306505,100.3875732421875,2019,1
1322231101102020,5065,5002,35,4,1,5.561315286651837,100.37109375,2019,1
1322231101102021,1760,4389,42,1,1,5.561315286651837,100.3765869140625,2019,1
1322231101102022,11729,1783,39,8,6,5.555847953199218,100.37109375,2019,1
1322231101102023,9325,5533,30,2,1,5.555847953199218,100.3765869140625,2019,1
1322231101102031,5385,2297,34,2,2,5.561315286651837,100.3875732421875,2019,1
1322231101102032,9946,8879,36,4,2,5.555847953199218,100.382080078125,2019,1
1322231101102033,2566,1059,35,4,3,5.555847953199218,100.3875732421875,2019,1
1322231101102100,15173,6561,41,3,1,5.572249801113908,100.39306640625,2019,1
1322231101102101,6689,10922,32,4,3,5.572249801113908,100.3985595703125,2019,1
1322231101102110,56862,45935,21,1,1,5.572249801113908,100.404052734375,2019,1
1322231101102112,1175,938,39,2,2,5.566782569306505,100.404052734375,2019,1
1322231101102120,3847,3650,42,1,1,5.561315286651837,100.39306640625,2019,1
1322231101102121,7350,3048,40,3,2,5.561315286651837,100.3985595703125,2019,1
1322231101102122,17758,4132,26,1,1,5.555847953199218,100.39306640625,2019,1
1322231101102130,3502,3298,45,1,1,5.561315286651837,100.404052734375,2019,1
1322231101102132,4675,5381,46,1,1,5.555847953199218,100.404052734375,2019,1
1322231101102200,20468,11220,40,2,2,5.550380568997955,100.37109375,2019,1
1322231101102201,1612,485,48,2,1,5.550380568997955,100.3765869140625,2019,1
1322231101102203,1955,3148,45,20,7,5.544913134097364,100.3765869140625,2019,1
1322231101102210,24892,4755,35,40,3,5.550380568997955,100.382080078125,2019,1
1322231101102212,2463,3344,48,1,1,5.544913134097364,100.382080078125,2019,1
1322231101102220,7287,4079,47,18,7,5.539445648546762,100.37109375,2019,1
1322231101102221,12036,5339,42,12,9,5.539445648546762,100.3765869140625,2019,1
1322231101102222,7088,4875,40,52,21,5.533978112395466,100.37109375,2019,1
1322231101102223,14872,8606,48,57,25,5.533978112395466,100.3765869140625,2019,1
1322231101102230,3365,2596,50,7,5,5.539445648546762,100.382080078125,2019,1
1322231101102231,1731,6753,24,1,1,5.539445648546762,100.3875732421875,2019,1
1322231101102232,10771,6551,45,6,5,5.533978112395466,100.382080078125,2019,1
1322231101102301,3056,4903,54,3,3,5.550380568997955,100.3985595703125,2019,1
1322231101102311,2454,5517,41,1,1,5.550380568997955,100.4095458984375,2019,1
1322231101102320,20357,6375,24,1,1,5.539445648546762,100.39306640625,2019,1
1322231101102331,16869,8190,33,5,3,5.539445648546762,100.4095458984375,2019,1
1322231101102332,2715,324,52,1,1,5.533978112395466,100.404052734375,2019,1
1322231101103000,60255,31204,27,1,1,5.572249801113908,100.4150390625,2019,1
1322231101103010,5409,2169,31,1,1,5.572249801113908,100.426025390625,2019,1
1322231101103012,6483,3254,39,3,3,5.566782569306505,100.426025390625,2019,1
1322231101103020,3459,600,37,1,1,5.561315286651837,100.4150390625,2019,1
1322231101103022,13158,19420,25,1,1,5.555847953199218,100.4150390625,2019,1
1322231101103031,35587,18591,38,4,3,5.561315286651837,100.4315185546875,2019,1
1322231101103032,4128,4700,32,1,1,5.555847953199218,100.426025390625,2019,1
1322231101103033,51515,15622,42,6,4,5.555847953199218,100.4315185546875,2019,1
1322231101103100,5907,3200,39,1,1,5.572249801113908,100.43701171875,2019,1
1322231101103101,12214,12345,36,4,4,5.572249801113908,100.4425048828125,2019,1
1322231101103113,5035,429,110,1,1,5.566782569306505,100.4534912109375,2019,1
1322231101103120,11706,4816,35,5,5,5.561315286651837,100.43701171875,2019,1
1322231101103121,9152,1566,38,1,1,5.561315286651837,100.4425048828125,2019,1
1322231101103122,2753,6388,52,1,1,5.555847953199218,100.43701171875,2019,1
1322231101103201,32556,4813,38,1,1,5.550380568997955,100.4205322265625,2019,1
1322231101103211,16416,11970,57,4,3,5.550380568997955,100.4315185546875,2019,1
1322231101103213,9136,7260,36,9,9,5.544913134097364,100.4315185546875,2019,1
1322231101103220,10510,9524,44,29,6,5.539445648546762,100.4150390625,2019,1
1322231101103221,5391,4044,38,1,1,5.539445648546762,100.4205322265625,2019,1
1322231101103230,6747,4747,74,4,2,5.539445648546762,100.426025390625,2019,1
1322231101103231,25496,11740,39,15,13,5.539445648546762,100.4315185546875,2019,1
1322231101103232,15658,12002,39,13,8,5.533978112395466,100.426025390625,2019,1
1322231101103233,14547,6186,50,34,13,5.533978112395466,100.4315185546875,2019,1
1322231101103300,9121,4530,38,2,1,5.550380568997955,100.43701171875,2019,1
1322231101103302,6734,5173,47,19,9,5.544913134097364,100.43701171875,2019,1
1322231101103303,3161,2749,39,16,1,5.544913134097364,100.4425048828125,2019,1
1322231101103311,69,60,58,1,1,5.550380568997955,100.4534912109375,2019,1
1322231101103312,6715,16814,35,1,1,5.544913134097364,100.447998046875,2019,1
1322231101103313,10147,8480,33,4,3,5.544913134097364,100.4534912109375,2019,1
1322231101103320,14155,5963,37,11,8,5.539445648546762,100.43701171875,2019,1
1322231101103321,23350,8715,36,8,6,5.539445648546762,100.4425048828125,2019,1
1322231101103322,15745,5222,27,1,1,5.533978112395466,100.43701171875,2019,1
1322231101103330,15233,8078,34,13,7,5.539445648546762,100.447998046875,2019,1
1322231101103331,6444,2203,36,6,2,5.539445648546762,100.4534912109375,2019,1
1322231101110023,9578,3713,42,22,3,5.599585195716323,100.4644775390625,2019,1
1322231101110032,12055,5305,40,24,11,5.599585195716323,100.469970703125,2019,1
1322231101110033,11878,6101,38,14,6,5.599585195716323,100.4754638671875,2019,1
1322231101110122,12364,7220,33,11,8,5.599585195716323,100.48095703125,2019,1
1322231101110123,6934,2715,32,3,3,5.599585195716323,100.4864501953125,2019,1
1322231101110202,21040,36516,33,2,1,5.588651190959485,100.458984375,2019,1
1322231101110203,30012,8746,40,6,5,5.588651190959485,100.4644775390625,2019,1
1322231101110210,9376,4887,34,9,8,5.594118218884791,100.469970703125,2019,1
1322231101110211,18631,9523,52,8,7,5.594118218884791,100.4754638671875,2019,1
1322231101110212,1616,1606,59,1,1,5.588651190959485,100.469970703125,2019,1
1322231101110213,10138,10166,33,6,4,5.588651190959485,100.4754638671875,2019,1
1322231101110220,24514,9282,37,63,13,5.583184111989701,100.458984375,2019,1
1322231101110221,21584,10778,34,9,6,5.583184111989701,100.4644775390625,2019,1
1322231101110222,2338,2635,63,3,2,5.577716982024742,100.458984375,2019,1
1322231101110223,5108,761,35,1,1,5.577716982024742,100.4644775390625,2019,1
1322231101110230,16725,9410,31,10,6,5.583184111989701,100.469970703125,2019,1
1322231101110300,9976,7777,39,12,11,5.594118218884791,100.48095703125,2019,1
1322231101110301,7737,7855,36,5,2,5.594118218884791,100.4864501953125,2019,1
1322231101110302,18442,10515,72,2,2,5.588651190959485,100.48095703125,2019,1
1322231101110303,8618,7717,43,15,8,5.588651190959485,100.4864501953125,2019,1
1322231101110310,8791,5495,181,1,1,5.594118218884791,100.491943359375,2019,1
1322231101110312,29190,14230,53,2,2,5.588651190959485,100.491943359375,2019,1
1322231101110320,15144,5735,32,13,6,5.583184111989701,100.48095703125,2019,1
1322231101110321,9924,9951,41,54,16,5.583184111989701,100.4864501953125,2019,1
1322231101110323,3739,4069,32,2,2,5.577716982024742,100.4864501953125,2019,1
1322231101110330,5385,5350,31,1,1,5.583184111989701,100.491943359375,2019,1
1322231101110331,5231,1124,72,1,1,5.583184111989701,100.4974365234375,2019,1
1322231101111023,7965,1835,44,3,2,5.599585195716323,100.5084228515625,2019,1
1322231101111032,24628,8978,40,25,7,5.599585195716323,100.513916015625,2019,1
1322231101111122,1538,5362,68,2,1,5.599585195716323,100.52490234375,2019,1
1322231101111123,15284,9195,93,3,3,5.599585195716323,100.5303955078125,2019,1
1322231101111132,3909,4133,33,4,2,5.599585195716323,100.535888671875,2019,1
1322231101111133,20857,11736,47,28,8,5.599585195716323,100.5413818359375,2019,1
1322231101111201,11279,6795,43,11,6,5.594118218884791,100.5084228515625,2019,1
1322231101111210,11041,10795,40,15,9,5.594118218884791,100.513916015625,2019,1
1322231101111212,22215,5954,52,3,3,5.588651190959485,100.513916015625,2019,1
1322231101111310,14403,7316,38,3,3,5.594118218884791,100.535888671875,2019,1
1322231101111311,10343,5769,34,7,5,5.594118218884791,100.5413818359375,2019,1
1322231101112001,7889,1825,46,2,2,5.572249801113908,100.4644775390625,2019,1
1322231101112012,710,464,35,1,1,5.566782569306505,100.469970703125,2019,1
1322231101112033,9598,2343,40,5,1,5.555847953199218,100.4754638671875,2019,1
1322231101112110,2902,7739,18,1,1,5.572249801113908,100.491943359375,2019,1
1322231101112111,5958,4048,40,6,3,5.572249801113908,100.4974365234375,2019,1
1322231101112113,3401,3036,38,1,1,5.566782569306505,100.4974365234375,2019,1
1322231101112122,6820,5085,31,4,4,5.555847953199218,100.48095703125,2019,1
1322231101112123,3787,3843,34,2,2,5.555847953199218,100.4864501953125,2019,1
1322231101112131,8462,3639,43,38,3,5.561315286651837,100.4974365234375,2019,1
1322231101112132,31802,6360,30,1,1,5.555847953199218,100.491943359375,2019,1
1322231101112133,16431,13238,46,3,2,5.555847953199218,100.4974365234375,2019,1
1322231101112202,4846,5343,41,1,1,5.544913134097364,100.458984375,2019,1
1322231101112203,3866,2423,62,1,1,5.544913134097364,100.4644775390625,2019,1
1322231101112212,18442,4113,32,1,1,5.544913134097364,100.469970703125,2019,1
1322231101112213,6919,1268,62,4,4,5.544913134097364,100.4754638671875,2019,1
1322231101112220,28501,5701,47,4,3,5.539445648546762,100.458984375,2019,1
1322231101112221,7174,5336,48,77,24,5.539445648546762,100.4644775390625,2019,1
1322231101112223,8739,7015,44,24,11,5.533978112395466,100.4644775390625,2019,1
1322231101112230,7665,7196,39,26,14,5.539445648546762,100.469970703125,2019,1
1322231101112231,7430,3544,51,34,14,5.539445648546762,100.4754638671875,2019,1
1322231101112232,6287,10510,61,43,10,5.533978112395466,100.469970703125,2019,1
1322231101112300,15353,7225,41,30,4,5.550380568997955,100.48095703125,2019,1
1322231101112302,5747,14234,33,1,1,5.544913134097364,100.48095703125,2019,1
1322231101112310,34557,22158,28,1,1,5.550380568997955,100.491943359375,2019,1
1322231101112320,13697,8506,50,3,2,5.539445648546762,100.48095703125,2019,1
1322231101112332,14363,1117,61,11,6,5.533978112395466,100.491943359375,2019,1
1322231101113002,17932,10164,43,6,2,5.566782569306505,100.5029296875,2019,1
1322231101113003,16027,9617,30,5,2,5.566782569306505,100.5084228515625,2019,1
1322231101113020,26175,10184,29,4,2,5.561315286651837,100.5029296875,2019,1
1322231101113032,7952,18094,76,1,1,5.555847953199218,100.513916015625,2019,1
1322231101113103,4680,3174,35,5,1,5.566782569306505,100.5303955078125,2019,1
1322231101113112,30716,3902,41,2,2,5.566782569306505,100.535888671875,2019,1
1322231101113113,2443,1441,46,1,1,5.566782569306505,100.5413818359375,2019,1
1322231101113123,2823,2150,36,2,1,5.555847953199218,100.5303955078125,2019,1
1322231101113131,9336,2207,64,1,1,5.561315286651837,100.5413818359375,2019,1
1322231101113200,1286,1196,53,4,2,5.550380568997955,100.5029296875,2019,1
1322231101113202,22041,3162,89,1,1,5.544913134097364,100.5029296875,2019,1
1322231101113203,33264,13747,78,1,1,5.544913134097364,100.5084228515625,2019,1
1322231101113210,25421,12084,58,5,1,5.550380568997955,100.513916015625,2019,1
1322231101113213,7440,2273,27,5,1,5.544913134097364,100.5194091796875,2019,1
1322231101113221,4550,2027,84,2,1,5.539445648546762,100.5084228515625,2019,1
1322231101113231,1106,1163,49,2,1,5.539445648546762,100.5194091796875,2019,1
1322231101113233,22394,1712,33,5,1,5.533978112395466,100.5194091796875,2019,1
1322231101113302,15531,3365,46,1,1,5.544913134097364,100.52490234375,2019,1
1322231101113303,13958,2354,52,2,2,5.544913134097364,100.5303955078125,2019,1
1322231101113310,33579,10989,30,3,3,5.550380568997955,100.535888671875,2019,1
1322231101113311,77,69,43,1,1,5.550380568997955,100.5413818359375,2019,1
1322231101113313,1024,988,47,1,1,5.544913134097364,100.5413818359375,2019,1
1322231101113323,4698,1983,49,6,2,5.533978112395466,100.5303955078125,2019,1
1322231101113333,15381,10772,46,9,7,5.533978112395466,100.5413818359375,2019,1
1322231101120000,13014,4011,74,1,1,5.528510525692797,100.37109375,2019,1
1322231101120001,11710,7558,52,61,23,5.528510525692797,100.3765869140625,2019,1
1322231101120003,40525,10839,42,2,2,5.523042888488077,100.3765869140625,2019,1
1322231101120012,653,1368,74,4,3,5.523042888488077,100.382080078125,2019,1
1322231101120021,16116,12044,35,3,3,5.517575200830633,100.3765869140625,2019,1
1322231101120031,26413,18208,39,2,2,5.517575200830633,100.3875732421875,2019,1
1322231101120032,4661,1049,50,1,1,5.512107462769793,100.382080078125,2019,1
1322231101120100,11163,8081,58,3,2,5.528510525692797,100.39306640625,2019,1
1322231101120102,7763,1293,116,6,3,5.523042888488077,100.39306640625,2019,1
1322231101120103,5389,3181,39,6,2,5.523042888488077,100.3985595703125,2019,1
1322231101120110,5043,2348,37,1,1,5.528510525692797,100.404052734375,2019,1
1322231101120121,23573,8528,52,20,3,5.517575200830633,100.3985595703125,2019,1
1322231101120122,10231,4139,41,20,4,5.512107462769793,100.39306640625,2019,1
1322231101120123,17982,14423,42,4,3,5.512107462769793,100.3985595703125,2019,1
1322231101120130,21826,16609,40,6,4,5.517575200830633,100.404052734375,2019,1
1322231101120132,14740,15721,51,3,3,5.512107462769793,100.404052734375,2019,1
1322231101120201,12698,6423,44,7,4,5.5066396743548855,100.3765869140625,2019,1
1322231101120203,21465,12319,41,7,3,5.501171835635241,100.3765869140625,2019,1
1322231101120211,7898,4383,39,28,4,5.5066396743548855,100.3875732421875,2019,1
1322231101120212,5611,4570,45,15,9,5.501171835635241,100.382080078125,2019,1
1322231101120221,25238,14912,36,19,12,5.495703946660199,100.3765869140625,2019,1
1322231101120223,21517,4542,44,22,6,5.490236007479092,100.3765869140625,2019,1
1322231101120230,15908,9683,35,30,22,5.495703946660199,100.382080078125,2019,1
1322231101120232,10983,6921,41,39,19,5.490236007479092,100.382080078125,2019,1
1322231101120233,9444,4179,44,1,1,5.490236007479092,100.3875732421875,2019,1
1322231101120300,4694,4234,42,20,12,5.5066396743548855,100.39306640625,2019,1
1322231101120301,11969,7074,36,9,4,5.5066396743548855,100.3985595703125,2019,1
1322231101120311,4538,4585,44,19,5,5.5066396743548855,100.4095458984375,2019,1
1322231101120320,1091,2161,52,1,1,5.495703946660199,100.39306640625,2019,1
1322231101120323,4836,2448,37,8,6,5.490236007479092,100.3985595703125,2019,1
1322231101121003,29995,5857,27,3,3,5.523042888488077,100.4205322265625,2019,1
1322231101121010,15073,8394,40,23,10,5.528510525692797,100.426025390625,2019,1
1322231101121011,25654,11260,34,19,16,5.528510525692797,100.4315185546875,2019,1
1322231101121012,13336,10337,40,20,10,5.523042888488077,100.426025390625,2019,1
1322231101121013,19369,8528,45,20,16,5.523042888488077,100.4315185546875,2019,1
1322231101121020,5555,4149,33,23,9,5.517575200830633,100.4150390625,2019,1
1322231101121021,21682,9215,37,27,17,5.517575200830633,100.4205322265625,2019,1
1322231101121022,7715,4628,26,2,1,5.512107462769793,100.4150390625,2019,1
1322231101121023,11070,2154,46,32,11,5.512107462769793,100.4205322265625,2019,1
1322231101121030,21764,10936,43,115,51,5.517575200830633,100.426025390625,2019,1
1322231101121031,17609,9129,47,44,29,5.517575200830633,100.4315185546875,2019,1
1322231101121032,17073,8360,45,41,22,5.512107462769793,100.426025390625,2019,1
1322231101121033,33187,12167,42,33,17,5.512107462769793,100.4315185546875,2019,1
1322231101121100,8354,3755,38,1,1,5.528510525692797,100.43701171875,2019,1
1322231101121102,17847,12160,38,17,13,5.523042888488077,100.43701171875,2019,1
1322231101121103,13461,12235,35,15,15,5.523042888488077,100.4425048828125,2019,1
1322231101121110,8152,6744,41,2,1,5.528510525692797,100.447998046875,2019,1
1322231101121112,16618,12381,47,39,20,5.523042888488077,100.447998046875,2019,1
1322231101121113,5048,2703,36,2,2,5.523042888488077,100.4534912109375,2019,1
1322231101121120,13369,8259,42,35,22,5.517575200830633,100.43701171875,2019,1
1322231101121121,14673,8312,41,37,28,5.517575200830633,100.4425048828125,2019,1
1322231101121122,20413,6933,39,13,12,5.512107462769793,100.43701171875,2019,1
1322231101121123,9354,3693,49,13,3,5.512107462769793,100.4425048828125,2019,1
1322231101121130,15016,11664,42,82,54,5.517575200830633,100.447998046875,2019,1
1322231101121201,10282,5465,52,11,8,5.5066396743548855,100.4205322265625,2019,1
1322231101121203,8231,4235,32,1,1,5.501171835635241,100.4205322265625,2019,1
1322231101121210,11883,10937,44,201,26,5.5066396743548855,100.426025390625,2019,1
1322231101121211,19255,11409,44,30,19,5.5066396743548855,100.4315185546875,2019,1
1322231101121212,15101,5771,53,25,10,5.501171835635241,100.426025390625,2019,1
1322231101121213,17415,8381,33,17,11,5.501171835635241,100.4315185546875,2019,1
1322231101121223,7806,6859,122,19,9,5.490236007479092,100.4205322265625,2019,1
1322231101121230,11118,9882,35,4,4,5.495703946660199,100.426025390625,2019,1
1322231101121231,13868,8811,43,58,23,5.495703946660199,100.4315185546875,2019,1
1322231101121232,3018,2701,96,11,4,5.490236007479092,100.426025390625,2019,1
1322231101121233,4104,4867,48,4,3,5.490236007479092,100.4315185546875,2019,1
1322231101121300,9932,8123,43,14,13,5.5066396743548855,100.43701171875,2019,1
1322231101121301,8173,6364,50,7,3,5.5066396743548855,100.4425048828125,2019,1
1322231101121302,7206,3901,49,15,12,5.501171835635241,100.43701171875,2019,1
1322231101121303,1668,6628,39,6,6,5.501171835635241,100.4425048828125,2019,1
1322231101121310,1527,257,38,1,1,5.5066396743548855,100.447998046875,2019,1
1322231101121312,4890,5325,43,2,2,5.501171835635241,100.447998046875,2019,1
1322231101121320,10007,10295,35,19,9,5.495703946660199,100.43701171875,2019,1
